s10100, 0.0, 0.0, 0.0, 0.0, 36658984.0, 0.0, 46288.51, 0.0, 1134431.5, 14427692.0, 0.0, 3462340.8, 125653740.0, 0.0, 17407460.0, 0.0, 2098877.2, 0.0
s10200, 0.0, 0.0, 0.0, 0.0, 24363986.0, 0.0, 36735.777, 0.0, 577220.7, 10135553.0, 0.0, 2228964.5, 37055636.0, 0.0, 11071196.0, 0.0, 1501261.5, 0.0
s10214, 0.0, 0.0, 0.0, 0.0, 568880.3, 0.0, 4820.323, 0.0, 53774.855, 315830.47, 0.0, 99957.055, 6267188.0, 0.0, 407702.38, 0.0, 102266.89, 0.0
s10226, 0.0, 0.0, 0.0, 0.0, 6566966.0, 0.0, 17934.94, 0.0, 279379.7, 3493226.0, 0.0, 1083120.8, 91900490.0, 0.0, 4251548.5, 0.0, 411644.97, 0.0
s10240, 0.0, 0.0, 0.0, 0.0, 5538740.5, 0.0, 17931.076, 0.0, 961603.5, 2323776.2, 0.0, 680130.2, 22548318.0, 0.0, 2837573.5, 0.0, 407960.62, 0.0
s10300, 105971.19, 0.0, 0.0, 0.0, 47137360.0, 0.0, 67702.44, 0.0, 1591874.0, 18313596.0, 0.0, 4939125.5, 158399230.0, 0.0, 23350340.0, 0.0, 2558919.5, 0.0
s10400, 0.0, 0.0, 0.0, 0.0, 27729680.0, 0.0, 37579.582, 0.0, 793297.25, 10841621.0, 0.0, 2646170.8, 72730056.0, 0.0, 13185907.0, 0.0, 3008283.0, 0.0
s10410, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15356.118, 0.0, 4256.004, 1339984.8, 0.0, 55054.527, 0.0, 3848.6875, 0.0
s10426, 414.89148, 0.0, 0.0, 0.0, 1346234.6, 0.0, 7754.233, 0.0, 88594.56, 661142.4, 0.0, 243940.92, 30248982.0, 0.0, 946200.2, 0.0, 111438.76, 0.0
s10500, 0.0, 0.0, 0.0, 0.0, 3568092.2, 0.0, 5883.5015, 0.0, 242921.12, 1288501.9, 0.0, 360884.56, 5576168.5, 0.0, 1593737.6, 0.0, 268390.47, 0.0
s10600, 0.0, 0.0, 0.0, 0.0, 26457656.0, 0.0, 24890.365, 0.0, 645406.9, 10452261.0, 0.0, 2658605.2, 50979056.0, 0.0, 12700272.0, 0.0, 1330978.1, 0.0
s10609, 0.0, 0.0, 0.0, 0.0, 199412.72, 0.0, 0.0, 0.0, 7985.1577, 84064.18, 0.0, 6926.884, 675036.06, 0.0, 62967.78, 0.0, 8427.478, 0.0
s10614, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1691208.6, 0.0, 0.0, 0.0, 0.0, 0.0
s10626, 0.0, 0.0, 0.0, 0.0, 4523621.0, 0.0, 12133.023, 0.0, 374891.56, 2775654.2, 0.0, 883371.56, 65908588.0, 0.0, 3686433.8, 0.0, 278247.38, 0.0
s10650, 0.0, 0.0, 0.0, 0.0, 132109.1, 0.0, 3328.0393, 0.0, 46851.043, 374389.6, 0.0, 52179.3, 14699221.0, 0.0, 545118.9, 0.0, 54604.836, 0.0
s20700, 0.0, 0.0, 0.0, 0.0, 1324233.9, 0.0, 2491218.2, 0.0, 110909360.0, 27843338.0, 0.0, 7990049.5, 84488570.0, 0.0, 4992868.5, 0.0, 2500001.8, 0.0
s20718, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 98145.61, 0.0, 3962657.0, 964876.1, 0.0, 271382.78, 3260809.0, 0.0, 149311.52, 0.0, 79173.38, 0.0
s20729, 0.0, 0.0, 0.0, 0.0, 74293.05, 0.0, 247865.83, 0.0, 7756670.0, 2017542.4, 0.0, 625869.6, 2333074.5, 0.0, 330976.84, 0.0, 249281.86, 0.0
s20740, 0.0, 0.0, 0.0, 0.0, 14089.467, 0.0, 37633.55, 0.0, 1743728.6, 461521.3, 0.0, 115474.516, 1533156.2, 0.0, 71554.516, 0.0, 32488.375, 0.0
