s10100, 0.0, 5102059.0, 2434365.2, 21702094.0, 37616548.0, 12935359.0, 53580.875, 15356.344, 1144408.4, 14527414.0, 5135345.0, 3535214.2, 125653740.0, 117807790.0, 17574106.0, 12295937.0, 2300856.0, 46373.27
s10200, 0.0, 689916.7, 368732.9, 6409543.0, 24622300.0, 3714533.5, 36735.777, 7505.202, 577220.7, 10172972.0, 1493042.1, 2228964.5, 37077420.0, 35648260.0, 11105172.0, 8019469.5, 1560722.4, 0.0
s10214, 0.0, 1860010.0, 1092450.9, 1925632.5, 643083.0, 1541556.1, 4820.323, 2816.6335, 53774.855, 315830.47, 651158.94, 113261.77, 6732095.0, 6401928.5, 461482.94, 253001.12, 114432.98, 20312.062
s10226, 0.0, 13011165.0, 8511023.0, 16541669.0, 7014365.5, 9907092.0, 19373.215, 12040.763, 381700.06, 3723815.2, 5039869.5, 1118181.4, 92924136.0, 86395890.0, 4586551.5, 2616899.0, 601985.44, 50778.77
s10240, 0.0, 568779.9, 305487.2, 4817370.5, 5685344.5, 2704442.5, 17931.076, 24623.113, 961603.5, 2414427.2, 1361851.4, 680130.2, 23012372.0, 21888290.0, 2837573.5, 2006163.6, 465301.62, 6496.5493
s10300, 0.0, 14960961.0, 8404414.0, 30006406.0, 49066090.0, 16118310.0, 68662.98, 30996.193, 1533306.9, 18357076.0, 6678369.5, 5064885.5, 156497010.0, 141118060.0, 23657548.0, 14691294.0, 3188074.0, 71959.33
s10400, 0.0, 3537024.8, 1574453.5, 12250360.0, 28734456.0, 6871896.0, 37579.582, 2784.529, 793297.25, 10841621.0, 2354290.2, 2680009.8, 72860410.0, 70732250.0, 13277820.0, 8693958.0, 3494782.5, 31501.652
s10410, 0.0, 116770.195, 49150.36, 196064.36, 0.0, 89302.234, 0.0, 0.0, 0.0, 48513.55, 56438.926, 5896.7495, 1339984.8, 1339984.8, 55054.527, 12366.794, 3848.6875, 0.0
s10426, 0.0, 2437106.2, 4286752.0, 7842709.0, 1532700.1, 5226126.0, 6217.7676, 39254.93, 88563.21, 660578.0, 2781616.5, 325725.56, 29855248.0, 23645316.0, 1038075.9, 481430.5, 142586.27, 14908.985
s10500, 0.0, 274481.78, 102638.516, 790381.75, 3778423.2, 399236.34, 5883.5015, 150.25111, 242921.12, 1360623.2, 183365.66, 360884.56, 5612351.0, 5250519.5, 1606000.4, 1168447.1, 268390.47, 0.0
s10600, 0.0, 6990849.0, 3136206.8, 8752155.0, 27397286.0, 4369014.0, 37117.74, 4174.0737, 709253.4, 10452261.0, 1922776.8, 2777364.5, 51312588.0, 45941412.0, 12962565.0, 8442637.0, 1559679.1, 4577.3706
s10609, 0.0, 0.0, 8733.265, 132988.17, 199412.72, 103615.62, 0.0, 0.0, 7985.1577, 84064.18, 23087.941, 6926.884, 675036.06, 675036.06, 62967.78, 67699.69, 8427.478, 0.0
s10614, 0.0, 1401385.0, 1686973.0, 2489167.5, 0.0, 1413037.5, 0.0, 23422.555, 0.0, 0.0, 993381.2, 0.0, 1967018.1, 863859.25, 0.0, 0.0, 2710.3867, 0.0
s10626, 0.0, 22114548.0, 21048256.0, 23490818.0, 5617809.0, 14223704.0, 23205.295, 47130.45, 403709.66, 2876628.0, 7575739.0, 912693.3, 68043310.0, 50189216.0, 4153299.8, 1788927.0, 688318.9, 63838.453
s10650, 0.0, 6665532.5, 7060179.5, 6111146.0, 267779.7, 3774224.8, 3328.0393, 25224.027, 74299.44, 476674.0, 2337554.0, 144934.05, 15344820.0, 11942060.0, 628488.4, 178870.5, 138114.1, 30304.023
