Error of Modflow file
No,date,STORAGE_IN,CONSTANT_HEAD_IN,DRAINS_IN,RECHARGE_IN,TOTAL_IN,STORAGE_OUT,CONSTANT_HEAD_OUT,DRAINS_OUT,RECHARGE_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY
    1, 01/06/1995,      24218552.00000,             0.00000,             0.00000,     336965056.00000,     361183616.00000,      -1220429.75000,            -0.00000,    -359952480.00000,            -0.00000,    -361172896.00000,         10720.00000,             0.00000
    1, 01/06/1995,      23771786.00000,             0.00000,             0.00000,     338402432.00000,     362174208.00000,       -949924.06250,            -0.00000,    -361225696.00000,            -0.00000,    -362175616.00000,         -1408.00000,            -0.00000
    1, 01/06/1995,      22736500.00000,             0.00000,             0.00000,     339652352.00000,     362388864.00000,      -2373651.00000,            -0.00000,    -360005856.00000,            -0.00000,    -362379520.00000,          9344.00000,             0.00000
    1, 01/06/1995,      23687524.00000,             0.00000,             0.00000,     339197664.00000,     362885184.00000,      -1268008.62500,            -0.00000,    -361605792.00000,            -0.00000,    -362873792.00000,         11392.00000,             0.00000
    1, 01/06/1995,      23257554.00000,             0.00000,             0.00000,     336904480.00000,     360162048.00000,      -1179420.62500,            -0.00000,    -358965760.00000,            -0.00000,    -360145184.00000,         16864.00000,             0.00000
    1, 01/06/1995,      22423936.00000,             0.00000,             0.00000,     341275360.00000,     363699296.00000,      -2055702.12500,            -0.00000,    -361633664.00000,            -0.00000,    -363689376.00000,          9920.00000,             0.00000
    1, 01/06/1995,      23261426.00000,             0.00000,             0.00000,     336100960.00000,     359362400.00000,       -941967.50000,            -0.00000,    -360679968.00000,            -0.00000,    -361621920.00000,      -2259520.00000,            -0.63000
    1, 01/06/1995,      22625572.00000,             0.00000,             0.00000,     340187712.00000,     362813280.00000,      -1428277.00000,            -0.00000,    -361380032.00000,            -0.00000,    -362808320.00000,          4960.00000,             0.00000
    1, 01/06/1995,      22243996.00000,             0.00000,             0.00000,     339281312.00000,     361525312.00000,      -2343377.75000,            -0.00000,    -360990496.00000,            -0.00000,    -363333888.00000,      -1808576.00000,            -0.50000
    1, 01/06/1995,      23270996.00000,             0.00000,             0.00000,     337457632.00000,     360728640.00000,       -831099.87500,            -0.00000,    -359898560.00000,            -0.00000,    -360729664.00000,         -1024.00000,            -0.00000
    1, 01/06/1995,      22238084.00000,             0.00000,             0.00000,     337757440.00000,     359995520.00000,      -1360581.75000,            -0.00000,    -358634944.00000,            -0.00000,    -359995520.00000,             0.00000,             0.00000
    1, 01/06/1995,      21866010.00000,             0.00000,             0.00000,     341648000.00000,     363514016.00000,      -2572247.75000,            -0.00000,    -360941760.00000,            -0.00000,    -363514016.00000,             0.00000,             0.00000
    1, 01/06/1995,      22745102.00000,             0.00000,             0.00000,     335900480.00000,     358645568.00000,      -1045526.12500,            -0.00000,    -357600064.00000,            -0.00000,    -358645600.00000,           -32.00000,            -0.00000
    1, 01/06/1995,      22211712.00000,             0.00000,             0.00000,     338363744.00000,     360575456.00000,       -992683.06250,            -0.00000,    -359582784.00000,            -0.00000,    -360575456.00000,             0.00000,             0.00000
    1, 01/06/1995,      21322012.00000,             0.00000,             0.00000,     339240544.00000,     360562560.00000,      -2366784.50000,            -0.00000,    -358195520.00000,            -0.00000,    -360562304.00000,           256.00000,             0.00000
    1, 01/06/1995,      22121084.00000,             0.00000,             0.00000,     339749504.00000,     361870592.00000,      -1318350.62500,            -0.00000,    -360552160.00000,            -0.00000,    -361870496.00000,            96.00000,             0.00000
    1, 01/06/1995,      21881624.00000,             0.00000,             0.00000,     336225280.00000,     358106912.00000,      -1070177.00000,            -0.00000,    -357036512.00000,            -0.00000,    -358106688.00000,           224.00000,             0.00000
    1, 01/06/1995,      21104154.00000,             0.00000,             0.00000,     340493760.00000,     361597920.00000,      -1987478.25000,            -0.00000,    -359599136.00000,            -0.00000,    -361586624.00000,         11296.00000,             0.00000
    1, 01/06/1995,      21766128.00000,             0.00000,             0.00000,     336141824.00000,     357907968.00000,      -1004103.87500,            -0.00000,    -356906208.00000,            -0.00000,    -357910304.00000,         -2336.00000,            -0.00000
    1, 01/06/1995,      21374318.00000,             0.00000,             0.00000,     339370496.00000,     360744800.00000,      -1391381.37500,            -0.00000,    -359355680.00000,            -0.00000,    -360747072.00000,         -2272.00000,            -0.00000
    1, 01/06/1995,      20895128.00000,             0.00000,             0.00000,     339432640.00000,     360327776.00000,      -2455566.75000,            -0.00000,    -357874336.00000,            -0.00000,    -360329888.00000,         -2112.00000,            -0.00000
    1, 01/06/1995,      21957396.00000,             0.00000,             0.00000,     337142560.00000,     359099968.00000,       -812176.68750,            -0.00000,    -358279168.00000,            -0.00000,    -359091360.00000,          8608.00000,             0.00000
    1, 01/06/1995,      20861404.00000,             0.00000,             0.00000,     336715552.00000,     357576960.00000,      -1214479.37500,            -0.00000,    -356354368.00000,            -0.00000,    -357568832.00000,          8128.00000,             0.00000
    1, 01/06/1995,      20466202.00000,             0.00000,             0.00000,     341266336.00000,     361732544.00000,      -2631874.75000,            -0.00000,    -359094848.00000,            -0.00000,    -361726720.00000,          5824.00000,             0.00000
    1, 01/06/1995,      21432736.00000,             0.00000,             0.00000,     335504608.00000,     356937344.00000,      -1041057.00000,            -0.00000,    -355905632.00000,            -0.00000,    -356946688.00000,         -9344.00000,            -0.00000
    1, 01/06/1995,      20745200.00000,             0.00000,             0.00000,     338734528.00000,     359479744.00000,      -1013349.25000,            -0.00000,    -358454080.00000,            -0.00000,    -359467424.00000,         12320.00000,             0.00000
    1, 01/06/1995,      20026964.00000,             0.00000,             0.00000,     338686496.00000,     358713472.00000,      -2265869.00000,            -0.00000,    -359264096.00000,            -0.00000,    -361529952.00000,      -2816480.00000,            -0.78000
    1, 01/06/1995,      20904164.00000,             0.00000,             0.00000,     338874464.00000,     359778624.00000,      -1294209.25000,            -0.00000,    -358485664.00000,            -0.00000,    -359779872.00000,         -1248.00000,            -0.00000
    1, 01/06/1995,      20502924.00000,             0.00000,             0.00000,     336305536.00000,     356808448.00000,      -1140829.12500,            -0.00000,    -355668128.00000,            -0.00000,    -356808960.00000,          -512.00000,            -0.00000
    1, 01/06/1995,      19874374.00000,             0.00000,             0.00000,     339969568.00000,     359843936.00000,      -1981154.12500,            -0.00000,    -357859072.00000,            -0.00000,    -359840224.00000,          3712.00000,             0.00000
    1, 01/06/1995,      20563756.00000,             0.00000,             0.00000,     336358400.00000,     356922144.00000,      -1196995.75000,            -0.00000,    -357959072.00000,            -0.00000,    -359156064.00000,      -2233920.00000,            -0.62000
    1, 01/06/1995,      20203840.00000,             0.00000,             0.00000,     339038784.00000,     359242624.00000,      -1405289.12500,            -0.00000,    -361734496.00000,            -0.00000,    -363139776.00000,      -3897152.00000,            -1.08000
    1, 01/06/1995,      19619734.00000,             0.00000,             0.00000,     338531104.00000,     358150848.00000,      -2344998.00000,            -0.00000,    -355807008.00000,            -0.00000,    -358152000.00000,         -1152.00000,            -0.00000
    1, 01/06/1995,      20558378.00000,             0.00000,             0.00000,     337037472.00000,     357595840.00000,       -828237.43750,            -0.00000,    -356764704.00000,            -0.00000,    -357592928.00000,          2912.00000,             0.00000
    1, 01/06/1995,      19660720.00000,             0.00000,             0.00000,     336414112.00000,     356074816.00000,      -1213665.00000,            -0.00000,    -361173824.00000,            -0.00000,    -362387488.00000,      -6312672.00000,            -1.76000
    1, 01/06/1995,      19125788.00000,             0.00000,             0.00000,     341700640.00000,     360826432.00000,      -2629111.75000,            -0.00000,    -358194304.00000,            -0.00000,    -360823424.00000,          3008.00000,             0.00000
    1, 01/06/1995,      20226272.00000,             0.00000,             0.00000,     335057472.00000,     355283744.00000,       -981201.93750,            -0.00000,    -354299648.00000,            -0.00000,    -355280864.00000,          2880.00000,             0.00000
    1, 01/06/1995,      19704044.00000,             0.00000,             0.00000,     337360512.00000,     357064544.00000,       -952392.06250,            -0.00000,    -356113952.00000,            -0.00000,    -357066336.00000,         -1792.00000,            -0.00000
    1, 01/06/1995,      18789352.00000,             0.00000,             0.00000,     339623712.00000,     358413056.00000,      -2630377.00000,            -0.00000,    -355968640.00000,            -0.00000,    -358599008.00000,       -185952.00000,            -0.05000
    1, 01/06/1995,      19876864.00000,             0.00000,             0.00000,     338382496.00000,     358259360.00000,      -1255794.12500,            -0.00000,    -357017248.00000,            -0.00000,    -358273056.00000,        -13696.00000,            -0.00000
    1, 01/06/1995,      19387010.00000,             0.00000,             0.00000,     335855712.00000,     355242720.00000,      -1165216.25000,            -0.00000,    -355455616.00000,            -0.00000,    -356620832.00000,      -1378112.00000,            -0.39000
    1, 01/06/1995,      18697896.00000,             0.00000,             0.00000,     339554688.00000,     358252576.00000,      -1964834.25000,            -0.00000,    -356279264.00000,            -0.00000,    -358244096.00000,          8480.00000,             0.00000
    1, 01/06/1995,      19354056.00000,             0.00000,             0.00000,     336363840.00000,     355717888.00000,      -1228176.00000,            -0.00000,    -354481376.00000,            -0.00000,    -355709568.00000,          8320.00000,             0.00000
    1, 01/06/1995,      18990456.00000,             0.00000,             0.00000,     339205216.00000,     358195680.00000,      -1458078.25000,            -0.00000,    -356729792.00000,            -0.00000,    -358187872.00000,          7808.00000,             0.00000
    1, 01/06/1995,      18482980.00000,             0.00000,             0.00000,     338494592.00000,     356977568.00000,      -2316416.00000,            -0.00000,    -354646112.00000,            -0.00000,    -356962528.00000,         15040.00000,             0.00000
    1, 01/06/1995,      19539052.00000,             0.00000,             0.00000,     336439648.00000,     355978688.00000,       -800282.93750,            -0.00000,    -355166048.00000,            -0.00000,    -355966336.00000,         12352.00000,             0.00000
    1, 01/06/1995,      18527402.00000,             0.00000,             0.00000,     335825696.00000,     354353088.00000,      -1191390.37500,            -0.00000,    -354852256.00000,            -0.00000,    -356043648.00000,      -1690560.00000,            -0.48000
    1, 01/06/1995,      17940200.00000,             0.00000,             0.00000,     342152768.00000,     360092960.00000,      -2754133.25000,            -0.00000,    -357333472.00000,            -0.00000,    -360087616.00000,          5344.00000,             0.00000
    1, 01/06/1995,      19103428.00000,             0.00000,             0.00000,     335276192.00000,     354379616.00000,       -945492.50000,            -0.00000,    -353427360.00000,            -0.00000,    -354372864.00000,          6752.00000,             0.00000
    1, 01/06/1995,      18577596.00000,             0.00000,             0.00000,     337580160.00000,     356157760.00000,       -942326.81250,            -0.00000,    -355212416.00000,            -0.00000,    -356154752.00000,          3008.00000,             0.00000
    1, 01/06/1995,      17701246.00000,             0.00000,             0.00000,     338287200.00000,     355988448.00000,      -2324486.75000,            -0.00000,    -355299712.00000,            -0.00000,    -357624192.00000,      -1635744.00000,            -0.46000
    1, 01/06/1995,      18684108.00000,             0.00000,             0.00000,     338048480.00000,     356732576.00000,      -1279668.75000,            -0.00000,    -363020608.00000,            -0.00000,    -364300288.00000,      -7567712.00000,            -2.10000
    1, 01/06/1995,      18225356.00000,             0.00000,             0.00000,     337049696.00000,     355275040.00000,      -1466996.87500,            -0.00000,    -353807680.00000,            -0.00000,    -355274688.00000,           352.00000,             0.00000
    1, 01/06/1995,      17691274.00000,             0.00000,             0.00000,     339790528.00000,     357481792.00000,      -2037726.37500,            -0.00000,    -355444000.00000,            -0.00000,    -357481728.00000,            64.00000,             0.00000
    1, 01/06/1995,      18343516.00000,             0.00000,             0.00000,     335518208.00000,     353861728.00000,      -1054614.25000,            -0.00000,    -352811424.00000,            -0.00000,    -353866048.00000,         -4320.00000,            -0.00000
    1, 01/06/1995,      17924796.00000,             0.00000,             0.00000,     338831968.00000,     356756768.00000,      -1418543.87500,            -0.00000,    -355338176.00000,            -0.00000,    -356756704.00000,            64.00000,             0.00000
    1, 01/06/1995,      17424870.00000,             0.00000,             0.00000,     337924192.00000,     355349056.00000,      -2354077.00000,            -0.00000,    -352994816.00000,            -0.00000,    -355348896.00000,           160.00000,             0.00000
    1, 01/06/1995,      18244016.00000,             0.00000,             0.00000,     337253376.00000,     355497408.00000,       -864090.93750,            -0.00000,    -354633184.00000,            -0.00000,    -355497280.00000,           128.00000,             0.00000
    1, 01/06/1995,      17480084.00000,             0.00000,             0.00000,     336172448.00000,     353652544.00000,      -1109212.37500,            -0.00000,    -352532384.00000,            -0.00000,    -353641600.00000,         10944.00000,             0.00000
    1, 01/06/1995,      17043120.00000,             0.00000,             0.00000,     341172064.00000,     358215168.00000,      -2553198.00000,            -0.00000,    -355660896.00000,            -0.00000,    -358214080.00000,          1088.00000,             0.00000
    1, 01/06/1995,      18126808.00000,             0.00000,             0.00000,     334653536.00000,     352780352.00000,       -979934.43750,            -0.00000,    -351790912.00000,            -0.00000,    -352770848.00000,          9504.00000,             0.00000
    1, 01/06/1995,      17621140.00000,             0.00000,             0.00000,     336933120.00000,     354554272.00000,       -941157.87500,            -0.00000,    -353604064.00000,            -0.00000,    -354545216.00000,          9056.00000,             0.00000
    1, 01/06/1995,      16742940.00000,             0.00000,             0.00000,     338778880.00000,     355521824.00000,      -2565599.00000,            -0.00000,    -352958656.00000,            -0.00000,    -355524256.00000,         -2432.00000,            -0.00000
    1, 01/06/1995,      17774332.00000,             0.00000,             0.00000,     337926208.00000,     355700544.00000,      -1290257.50000,            -0.00000,    -354395584.00000,            -0.00000,    -355685856.00000,         14688.00000,             0.00000
    1, 01/06/1995,      17352354.00000,             0.00000,             0.00000,     335574560.00000,     352926912.00000,      -1181111.50000,            -0.00000,    -353511520.00000,            -0.00000,    -354692640.00000,      -1765728.00000,            -0.50000
    1, 01/06/1995,      16703775.00000,             0.00000,             0.00000,     339174912.00000,     355878688.00000,      -2047621.00000,            -0.00000,    -353823392.00000,            -0.00000,    -355871008.00000,          7680.00000,             0.00000
    1, 01/06/1995,      17389068.00000,             0.00000,             0.00000,     334797184.00000,     352186240.00000,      -1060377.62500,            -0.00000,    -351118240.00000,            -0.00000,    -352178624.00000,          7616.00000,             0.00000
    1, 01/06/1995,      16765961.00000,             0.00000,             0.00000,     339258784.00000,     356024736.00000,      -1478445.62500,            -0.00000,    -354539040.00000,            -0.00000,    -356017472.00000,          7264.00000,             0.00000
    1, 01/06/1995,      16538309.00000,             0.00000,             0.00000,     337863936.00000,     354402240.00000,      -2272276.00000,            -0.00000,    -352122976.00000,            -0.00000,    -354395264.00000,          6976.00000,             0.00000
    1, 01/06/1995,      17452842.00000,             0.00000,             0.00000,     336650496.00000,     354103328.00000,       -813192.75000,            -0.00000,    -353283296.00000,            -0.00000,    -354096480.00000,          6848.00000,             0.00000
    1, 01/06/1995,      16585067.00000,             0.00000,             0.00000,     335503296.00000,     352088352.00000,      -1123535.75000,            -0.00000,    -350958176.00000,            -0.00000,    -352081696.00000,          6656.00000,             0.00000
    1, 01/06/1995,      16168472.00000,             0.00000,             0.00000,     340335744.00000,     356504224.00000,      -2556208.75000,            -0.00000,    -353941440.00000,            -0.00000,    -356497664.00000,          6560.00000,             0.00000
    1, 01/06/1995,      17188668.00000,             0.00000,             0.00000,     335258144.00000,     352446816.00000,      -1183069.25000,            -0.00000,    -351256960.00000,            -0.00000,    -352440032.00000,          6784.00000,             0.00000
    1, 01/06/1995,      16776234.00000,             0.00000,             0.00000,     337020992.00000,     353797216.00000,       -967859.12500,            -0.00000,    -352822880.00000,            -0.00000,    -353790752.00000,          6464.00000,             0.00000
    1, 01/06/1995,      15829630.00000,             0.00000,             0.00000,     338038336.00000,     353867968.00000,      -2341852.75000,            -0.00000,    -351521952.00000,            -0.00000,    -353863808.00000,          4160.00000,             0.00000
    1, 01/06/1995,      16861924.00000,             0.00000,             0.00000,     337508160.00000,     354370080.00000,      -1270750.12500,            -0.00000,    -353089408.00000,            -0.00000,    -354360160.00000,          9920.00000,             0.00000
    1, 01/06/1995,      16431605.00000,             0.00000,             0.00000,     335031040.00000,     351462656.00000,      -1199841.12500,            -0.00000,    -352304384.00000,            -0.00000,    -353504224.00000,      -2041568.00000,            -0.58000
    1, 01/06/1995,      15719857.00000,             0.00000,             0.00000,     339130144.00000,     354850016.00000,      -2004032.87500,            -0.00000,    -352845600.00000,            -0.00000,    -354849632.00000,           384.00000,             0.00000
    1, 01/06/1995,      16435102.00000,             0.00000,             0.00000,     334815072.00000,     351250176.00000,      -1009638.56250,            -0.00000,    -350240544.00000,            -0.00000,    -351250176.00000,             0.00000,             0.00000
    1, 01/06/1995,      16096430.00000,             0.00000,             0.00000,     337962976.00000,     354059392.00000,      -1375161.00000,            -0.00000,    -352684192.00000,            -0.00000,    -354059360.00000,            32.00000,             0.00000
    1, 01/06/1995,      15640201.00000,             0.00000,             0.00000,     337908640.00000,     353548832.00000,      -2445459.50000,            -0.00000,    -351103136.00000,            -0.00000,    -353548608.00000,           224.00000,             0.00000
    1, 01/06/1995,      16708366.00000,             0.00000,             0.00000,     335773600.00000,     352481952.00000,       -813711.37500,            -0.00000,    -351668192.00000,            -0.00000,    -352481888.00000,            64.00000,             0.00000
    1, 01/06/1995,      15675419.00000,             0.00000,             0.00000,     335360896.00000,     351036320.00000,      -1207613.50000,            -0.00000,    -349828608.00000,            -0.00000,    -351036224.00000,            96.00000,             0.00000
    1, 01/06/1995,      15315646.00000,             0.00000,             0.00000,     340270080.00000,     355585728.00000,      -2641604.25000,            -0.00000,    -352944096.00000,            -0.00000,    -355585696.00000,            32.00000,             0.00000
    1, 01/06/1995,      16344294.00000,             0.00000,             0.00000,     335106560.00000,     351450848.00000,      -1208448.25000,            -0.00000,    -350242016.00000,            -0.00000,    -351450464.00000,           384.00000,             0.00000
    1, 01/06/1995,      15982626.00000,             0.00000,             0.00000,     336497632.00000,     352480256.00000,       -942917.00000,            -0.00000,    -351537280.00000,            -0.00000,    -352480192.00000,            64.00000,             0.00000
    1, 01/06/1995,      14990699.00000,             0.00000,             0.00000,     337517472.00000,     352508160.00000,      -2358317.75000,            -0.00000,    -350138624.00000,            -0.00000,    -352496928.00000,         11232.00000,             0.00000
    1, 01/06/1995,      16013820.00000,             0.00000,             0.00000,     337052000.00000,     353065824.00000,      -1266483.75000,            -0.00000,    -351801760.00000,            -0.00000,    -353068256.00000,         -2432.00000,            -0.00000
    1, 01/06/1995,      15519102.00000,             0.00000,             0.00000,     335221600.00000,     350740704.00000,      -1210194.25000,            -0.00000,    -349532896.00000,            -0.00000,    -350743104.00000,         -2400.00000,            -0.00000
    1, 01/06/1995,      14832118.00000,             0.00000,             0.00000,     339784960.00000,     354617088.00000,      -2090138.25000,            -0.00000,    -352529184.00000,            -0.00000,    -354619328.00000,         -2240.00000,            -0.00000
    1, 01/06/1995,      15739205.00000,             0.00000,             0.00000,     334319680.00000,     350058880.00000,       -925587.43750,            -0.00000,    -349135392.00000,            -0.00000,    -350060992.00000,         -2112.00000,            -0.00000
    1, 01/06/1995,      15223981.00000,             0.00000,             0.00000,     338298112.00000,     353522080.00000,      -1402912.12500,            -0.00000,    -352110496.00000,            -0.00000,    -353513408.00000,          8672.00000,             0.00000
    1, 01/06/1995,      14843987.00000,             0.00000,             0.00000,     337131168.00000,     351975168.00000,      -2272593.25000,            -0.00000,    -349693984.00000,            -0.00000,    -351966592.00000,          8576.00000,             0.00000
    1, 01/06/1995,      15802677.00000,             0.00000,             0.00000,     336105856.00000,     351908544.00000,       -827331.31250,            -0.00000,    -351073056.00000,            -0.00000,    -351900384.00000,          8160.00000,             0.00000
    1, 01/06/1995,      14909064.00000,             0.00000,             0.00000,     336114784.00000,     351023840.00000,      -1342898.00000,            -0.00000,    -349672928.00000,            -0.00000,    -351015840.00000,          8000.00000,             0.00000
    1, 01/06/1995,      14609702.00000,             0.00000,             0.00000,     339879776.00000,     354489472.00000,      -2565925.00000,            -0.00000,    -351915936.00000,            -0.00000,    -354481856.00000,          7616.00000,             0.00000
    1, 01/06/1995,      15563333.00000,             0.00000,             0.00000,     334040128.00000,     349603456.00000,      -1056107.87500,            -0.00000,    -348539712.00000,            -0.00000,    -349595808.00000,          7648.00000,             0.00000
    1, 01/06/1995,      15065219.00000,             0.00000,             0.00000,     336461280.00000,     351526496.00000,       -955116.75000,            -0.00000,    -350564032.00000,            -0.00000,    -351519136.00000,          7360.00000,             0.00000
    1, 01/06/1995,      14201279.00000,             0.00000,             0.00000,     337717184.00000,     351918464.00000,      -2457148.75000,            -0.00000,    -349454272.00000,            -0.00000,    -351911424.00000,          7040.00000,             0.00000
    1, 01/06/1995,      15062464.00000,             0.00000,             0.00000,     338195648.00000,     353258112.00000,      -1338426.37500,            -0.00000,    -351912736.00000,            -0.00000,    -353251168.00000,          6944.00000,             0.00000
    1, 01/06/1995,      14897600.00000,             0.00000,             0.00000,     334679072.00000,     349576672.00000,      -1057893.87500,            -0.00000,    -348840448.00000,            -0.00000,    -349898336.00000,       -321664.00000,            -0.09000
    1, 01/06/1995,      14143297.00000,             0.00000,             0.00000,     338914368.00000,     353057664.00000,      -1987044.00000,            -0.00000,    -351066144.00000,            -0.00000,    -353053184.00000,          4480.00000,             0.00000
    1, 01/06/1995,      14912739.00000,             0.00000,             0.00000,     334193024.00000,     349105760.00000,       -976573.62500,            -0.00000,    -348130144.00000,            -0.00000,    -349106720.00000,          -960.00000,            -0.00000
    1, 01/06/1995,      14457710.00000,             0.00000,             0.00000,     338003264.00000,     352460960.00000,      -1442991.75000,            -0.00000,    -351587104.00000,            -0.00000,    -353030080.00000,       -569120.00000,            -0.16000
    1, 01/06/1995,      14080586.00000,             0.00000,             0.00000,     337937440.00000,     352018016.00000,      -2472601.50000,            -0.00000,    -349542720.00000,            -0.00000,    -352015328.00000,          2688.00000,             0.00000
    1, 01/06/1995,      15191798.00000,             0.00000,             0.00000,     335595840.00000,     350787648.00000,       -815274.06250,            -0.00000,    -349963712.00000,            -0.00000,    -350778976.00000,          8672.00000,             0.00000
    1, 01/06/1995,      14179439.00000,             0.00000,             0.00000,     335042496.00000,     349221920.00000,      -1195569.37500,            -0.00000,    -348016736.00000,            -0.00000,    -349212320.00000,          9600.00000,             0.00000
    1, 01/06/1995,      13798062.00000,             0.00000,             0.00000,     339863008.00000,     353661056.00000,      -2612443.00000,            -0.00000,    -351069824.00000,            -0.00000,    -353682272.00000,        -21216.00000,            -0.01000
    1, 01/06/1995,      14772002.00000,             0.00000,             0.00000,     334152832.00000,     348924832.00000,      -1049322.37500,            -0.00000,    -347869216.00000,            -0.00000,    -348918528.00000,          6304.00000,             0.00000
    1, 01/06/1995,      14228879.00000,             0.00000,             0.00000,     337212352.00000,     351441216.00000,      -1014434.12500,            -0.00000,    -355160480.00000,            -0.00000,    -356174912.00000,      -4733696.00000,            -1.34000
    1, 01/06/1995,      13537425.00000,             0.00000,             0.00000,     337202272.00000,     350739712.00000,      -2237449.75000,            -0.00000,    -348504384.00000,            -0.00000,    -350741824.00000,         -2112.00000,            -0.00000
    1, 01/06/1995,      14475725.00000,             0.00000,             0.00000,     337285120.00000,     351760832.00000,      -1247912.25000,            -0.00000,    -350512928.00000,            -0.00000,    -351760832.00000,             0.00000,             0.00000
    1, 01/06/1995,      14119067.00000,             0.00000,             0.00000,     334571072.00000,     348690144.00000,      -1118986.62500,            -0.00000,    -347571040.00000,            -0.00000,    -348690016.00000,           128.00000,             0.00000
    1, 01/06/1995,      13518936.00000,             0.00000,             0.00000,     338446592.00000,     351965536.00000,      -2093589.87500,            -0.00000,    -349871872.00000,            -0.00000,    -351965472.00000,            64.00000,             0.00000
    1, 01/06/1995,      14255875.00000,             0.00000,             0.00000,     335123392.00000,     349379264.00000,      -1201090.50000,            -0.00000,    -348177952.00000,            -0.00000,    -349379040.00000,           224.00000,             0.00000
    1, 01/06/1995,      13941986.00000,             0.00000,             0.00000,     338096736.00000,     352038720.00000,      -1433406.87500,            -0.00000,    -350605280.00000,            -0.00000,    -352038688.00000,            32.00000,             0.00000
    1, 01/06/1995,      13436394.00000,             0.00000,             0.00000,     336997088.00000,     350433472.00000,      -2355157.50000,            -0.00000,    -348078144.00000,            -0.00000,    -350433312.00000,           160.00000,             0.00000
    1, 01/06/1995,      14465981.00000,             0.00000,             0.00000,     335133472.00000,     349599456.00000,       -809108.50000,            -0.00000,    -348790304.00000,            -0.00000,    -349599424.00000,            32.00000,             0.00000
    1, 01/06/1995,      13500616.00000,             0.00000,             0.00000,     335193824.00000,     348694432.00000,      -1230284.12500,            -0.00000,    -349881600.00000,            -0.00000,    -351111872.00000,      -2417440.00000,            -0.69000
    1, 01/06/1995,      13048728.00000,             0.00000,             0.00000,     340668320.00000,     353717056.00000,      -2619916.25000,            -0.00000,    -351097088.00000,            -0.00000,    -353716992.00000,            64.00000,             0.00000
    1, 01/06/1995,      14195504.00000,             0.00000,             0.00000,     333755712.00000,     347951232.00000,       -979134.18750,            -0.00000,    -346971968.00000,            -0.00000,    -347951104.00000,           128.00000,             0.00000
    1, 01/06/1995,      13706419.00000,             0.00000,             0.00000,     335857024.00000,     349563456.00000,       -946681.87500,            -0.00000,    -348605536.00000,            -0.00000,    -349552224.00000,         11232.00000,             0.00000
    1, 01/06/1995,      12842449.00000,             0.00000,             0.00000,     337972032.00000,     350814496.00000,      -2554978.75000,            -0.00000,    -348248768.00000,            -0.00000,    -350803744.00000,         10752.00000,             0.00000
    1, 01/06/1995,      13935788.00000,             0.00000,             0.00000,     337041568.00000,     350977344.00000,      -1267649.62500,            -0.00000,    -349711648.00000,            -0.00000,    -350979296.00000,         -1952.00000,            -0.00000
    1, 01/06/1995,      13512673.00000,             0.00000,             0.00000,     334718752.00000,     348231424.00000,      -1178349.25000,            -0.00000,    -347055360.00000,            -0.00000,    -348233696.00000,         -2272.00000,            -0.00000
    1, 01/06/1995,      12899898.00000,             0.00000,             0.00000,     338022112.00000,     350922016.00000,      -1951965.12500,            -0.00000,    -348972256.00000,            -0.00000,    -350924224.00000,         -2208.00000,            -0.00000
    1, 01/06/1995,      13598930.00000,             0.00000,             0.00000,     334860064.00000,     348459008.00000,      -1216511.62500,            -0.00000,    -347244768.00000,            -0.00000,    -348461280.00000,         -2272.00000,            -0.00000
    1, 01/06/1995,      13276134.00000,             0.00000,             0.00000,     337523392.00000,     350799520.00000,      -1408856.62500,            -0.00000,    -349382048.00000,            -0.00000,    -350790912.00000,          8608.00000,             0.00000
    1, 01/06/1995,      12780849.00000,             0.00000,             0.00000,     337297248.00000,     350078112.00000,      -2425748.50000,            -0.00000,    -347643872.00000,            -0.00000,    -350069632.00000,          8480.00000,             0.00000
    1, 01/06/1995,      13902831.00000,             0.00000,             0.00000,     335151232.00000,     349054048.00000,       -809458.18750,            -0.00000,    -348237184.00000,            -0.00000,    -349046656.00000,          7392.00000,             0.00000
    1, 01/06/1995,      12908847.00000,             0.00000,             0.00000,     334789216.00000,     347698048.00000,      -1201225.50000,            -0.00000,    -346488960.00000,            -0.00000,    -347690176.00000,          7872.00000,             0.00000
    1, 01/06/1995,      12397370.00000,             0.00000,             0.00000,     340490272.00000,     352887648.00000,      -2662442.25000,            -0.00000,    -353832160.00000,            -0.00000,    -356494592.00000,      -3606944.00000,            -1.02000
    1, 01/06/1995,      13614719.00000,             0.00000,             0.00000,     333662176.00000,     347276896.00000,       -969163.37500,            -0.00000,    -346307744.00000,            -0.00000,    -347276896.00000,             0.00000,             0.00000
    1, 01/06/1995,      12983886.00000,             0.00000,             0.00000,     336783040.00000,     349766912.00000,      -1003388.93750,            -0.00000,    -348763424.00000,            -0.00000,    -349766816.00000,            96.00000,             0.00000
    1, 01/06/1995,      12285525.00000,             0.00000,             0.00000,     337200576.00000,     349486112.00000,      -2275690.00000,            -0.00000,    -347210464.00000,            -0.00000,    -349486144.00000,           -32.00000,            -0.00000
    1, 01/06/1995,      13333548.00000,             0.00000,             0.00000,     337024512.00000,     350358048.00000,      -1284945.75000,            -0.00000,    -349073120.00000,            -0.00000,    -350358080.00000,           -32.00000,            -0.00000
