Error of Modflow file
No,date,STORAGE_IN,CONSTANT_HEAD_IN,DRAINS_IN,RECHARGE_IN,TOTAL_IN,STORAGE_OUT,CONSTANT_HEAD_OUT,DRAINS_OUT,RECHARGE_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY
    1, 01/06/1995,      61379868.00000,             0.00000,             0.00000,     344756704.00000,     406136576.00000,      -2460248.00000,            -0.00000,    -403675296.00000,            -0.00000,    -406135552.00000,          1024.00000,             0.00000
    1, 01/06/1995,      61995144.00000,             0.00000,             0.00000,     342019520.00000,     404014656.00000,       -824205.68750,            -0.00000,    -403752352.00000,            -0.00000,    -404576544.00000,       -561888.00000,            -0.14000
    1, 01/06/1995,      60437672.00000,             0.00000,             0.00000,     342489984.00000,     402927648.00000,      -1279399.37500,            -0.00000,    -401646848.00000,            -0.00000,    -402926240.00000,          1408.00000,             0.00000
    1, 01/06/1995,      59597580.00000,             0.00000,             0.00000,     346043968.00000,     405641536.00000,      -2621756.50000,            -0.00000,    -403019520.00000,            -0.00000,    -405641280.00000,           256.00000,             0.00000
    1, 01/06/1995,      60023792.00000,             0.00000,             0.00000,     341490880.00000,     401514688.00000,      -1140404.62500,            -0.00000,    -400374432.00000,            -0.00000,    -401514848.00000,          -160.00000,            -0.00000
    1, 01/06/1995,      59177076.00000,             0.00000,             0.00000,     342944256.00000,     402121344.00000,       -981839.93750,            -0.00000,    -401139808.00000,            -0.00000,    -402121632.00000,          -288.00000,            -0.00000
    1, 01/06/1995,      57809244.00000,             0.00000,             0.00000,     345384032.00000,     403193280.00000,      -2544055.25000,            -0.00000,    -400639616.00000,            -0.00000,    -403183680.00000,          9600.00000,             0.00000
    1, 01/06/1995,      58460276.00000,             0.00000,             0.00000,     343818528.00000,     402278816.00000,      -1295780.62500,            -0.00000,    -400975552.00000,            -0.00000,    -402271328.00000,          7488.00000,             0.00000
    1, 01/06/1995,      57463228.00000,             0.00000,             0.00000,     342455712.00000,     399918944.00000,      -1239927.62500,            -0.00000,    -398672288.00000,            -0.00000,    -399912224.00000,          6720.00000,             0.00000
    1, 01/06/1995,      56459444.00000,             0.00000,             0.00000,     345464864.00000,     401924320.00000,      -2055154.12500,            -0.00000,    -404075456.00000,            -0.00000,    -406130624.00000,      -4206304.00000,            -1.04000
    1, 01/06/1995,      56653552.00000,             0.00000,             0.00000,     342929120.00000,     399582656.00000,      -1272271.50000,            -0.00000,    -404671616.00000,            -0.00000,    -405943872.00000,      -6361216.00000,            -1.58000
    1, 01/06/1995,      55946076.00000,             0.00000,             0.00000,     344888128.00000,     400834208.00000,      -1445936.25000,            -0.00000,    -399519968.00000,            -0.00000,    -400965920.00000,       -131712.00000,            -0.03000
    1, 01/06/1995,      54955688.00000,             0.00000,             0.00000,     345031552.00000,     399987232.00000,      -2393253.25000,            -0.00000,    -397996192.00000,            -0.00000,    -400389440.00000,       -402208.00000,            -0.10000
    1, 01/06/1995,      55595508.00000,             0.00000,             0.00000,     342726720.00000,     398322240.00000,       -830467.06250,            -0.00000,    -397486176.00000,            -0.00000,    -398316640.00000,          5600.00000,             0.00000
    1, 01/06/1995,      54132608.00000,             0.00000,             0.00000,     343220768.00000,     397353376.00000,      -1279017.75000,            -0.00000,    -397547232.00000,            -0.00000,    -398826240.00000,      -1472864.00000,            -0.37000
    1, 01/06/1995,      53318536.00000,             0.00000,             0.00000,     348486368.00000,     401804896.00000,      -2728479.50000,            -0.00000,    -399076960.00000,            -0.00000,    -401805440.00000,          -544.00000,            -0.00000
    1, 01/06/1995,      54150752.00000,             0.00000,             0.00000,     341849920.00000,     396000672.00000,       -966081.68750,            -0.00000,    -395033888.00000,            -0.00000,    -395999968.00000,           704.00000,             0.00000
    1, 01/06/1995,      53173624.00000,             0.00000,             0.00000,     343971840.00000,     397145472.00000,       -949508.81250,            -0.00000,    -396195552.00000,            -0.00000,    -397145056.00000,           416.00000,             0.00000
    1, 01/06/1995,      51953764.00000,             0.00000,             0.00000,     345143872.00000,     397097632.00000,      -2349216.00000,            -0.00000,    -394749792.00000,            -0.00000,    -397099008.00000,         -1376.00000,            -0.00000
    1, 01/06/1995,      52556036.00000,             0.00000,             0.00000,     344688192.00000,     397244224.00000,      -1295120.62500,            -0.00000,    -396109856.00000,            -0.00000,    -397404992.00000,       -160768.00000,            -0.04000
    1, 01/06/1995,      51835596.00000,             0.00000,             0.00000,     343478528.00000,     395314112.00000,      -1367993.00000,            -0.00000,    -394940832.00000,            -0.00000,    -396308832.00000,       -994720.00000,            -0.25000
    1, 01/06/1995,      50943400.00000,             0.00000,             0.00000,     345648512.00000,     396591904.00000,      -1956877.50000,            -0.00000,    -394640800.00000,            -0.00000,    -396597664.00000,         -5760.00000,            -0.00000
    1, 01/06/1995,      51143816.00000,             0.00000,             0.00000,     342153440.00000,     393297248.00000,      -1087843.75000,            -0.00000,    -392206496.00000,            -0.00000,    -393294336.00000,          2912.00000,             0.00000
    1, 01/06/1995,      50398860.00000,             0.00000,             0.00000,     344869536.00000,     395268384.00000,      -1413403.00000,            -0.00000,    -395602912.00000,            -0.00000,    -397016320.00000,      -1747936.00000,            -0.44000
    1, 01/06/1995,      49591476.00000,             0.00000,             0.00000,     345194560.00000,     394786048.00000,      -2471031.75000,            -0.00000,    -392307776.00000,            -0.00000,    -394778816.00000,          7232.00000,             0.00000
    1, 01/06/1995,      50173452.00000,             0.00000,             0.00000,     343850048.00000,     394023488.00000,       -882131.12500,            -0.00000,    -393134592.00000,            -0.00000,    -394016736.00000,          6752.00000,             0.00000
    1, 01/06/1995,      49055812.00000,             0.00000,             0.00000,     342635648.00000,     391691456.00000,      -1110965.25000,            -0.00000,    -390574208.00000,            -0.00000,    -391685184.00000,          6272.00000,             0.00000
    1, 01/06/1995,      48228872.00000,             0.00000,             0.00000,     347675520.00000,     395904384.00000,      -2603931.00000,            -0.00000,    -397379232.00000,            -0.00000,    -399983168.00000,      -4078784.00000,            -1.02000
    1, 01/06/1995,      48970436.00000,             0.00000,             0.00000,     341442144.00000,     390412576.00000,       -999704.06250,            -0.00000,    -389413280.00000,            -0.00000,    -390412992.00000,          -416.00000,            -0.00000
    1, 01/06/1995,      48155280.00000,             0.00000,             0.00000,     343755936.00000,     391911232.00000,       -991032.75000,            -0.00000,    -390916800.00000,            -0.00000,    -391907840.00000,          3392.00000,             0.00000
    1, 01/06/1995,      46979660.00000,             0.00000,             0.00000,     345798464.00000,     392778112.00000,      -2530769.50000,            -0.00000,    -390235520.00000,            -0.00000,    -392766304.00000,         11808.00000,             0.00000
    1, 01/06/1995,      47792460.00000,             0.00000,             0.00000,     344195648.00000,     391988096.00000,      -1260249.62500,            -0.00000,    -390763328.00000,            -0.00000,    -392023584.00000,        -35488.00000,            -0.01000
    1, 01/06/1995,      46982088.00000,             0.00000,             0.00000,     342097344.00000,     389079424.00000,      -1191947.12500,            -0.00000,    -387878784.00000,            -0.00000,    -389070720.00000,          8704.00000,             0.00000
    1, 01/06/1995,      46074184.00000,             0.00000,             0.00000,     345468928.00000,     391543104.00000,      -2030584.87500,            -0.00000,    -389504640.00000,            -0.00000,    -391535232.00000,          7872.00000,             0.00000
    1, 01/06/1995,      46392852.00000,             0.00000,             0.00000,     341866912.00000,     388259776.00000,      -1082923.62500,            -0.00000,    -387166784.00000,            -0.00000,    -388249696.00000,         10080.00000,             0.00000
    1, 01/06/1995,      45636676.00000,             0.00000,             0.00000,     345865472.00000,     391502144.00000,      -1472011.75000,            -0.00000,    -392917664.00000,            -0.00000,    -394389664.00000,      -2887520.00000,            -0.73000
    1, 01/06/1995,      45109980.00000,             0.00000,             0.00000,     344305376.00000,     389415360.00000,      -2241763.25000,            -0.00000,    -387172832.00000,            -0.00000,    -389414592.00000,           768.00000,             0.00000
    1, 01/06/1995,      45784896.00000,             0.00000,             0.00000,     342598144.00000,     388383040.00000,       -812682.31250,            -0.00000,    -387570016.00000,            -0.00000,    -388382688.00000,           352.00000,             0.00000
    1, 01/06/1995,      44561948.00000,             0.00000,             0.00000,     342042592.00000,     386604544.00000,      -1161296.12500,            -0.00000,    -385443296.00000,            -0.00000,    -386604608.00000,           -64.00000,            -0.00000
    1, 01/06/1995,      43930756.00000,             0.00000,             0.00000,     347081376.00000,     391012128.00000,      -2720508.75000,            -0.00000,    -388945120.00000,            -0.00000,    -391665632.00000,       -653504.00000,            -0.17000
    1, 01/06/1995,      44724848.00000,             0.00000,             0.00000,     341807328.00000,     386532160.00000,      -1196223.25000,            -0.00000,    -385334976.00000,            -0.00000,    -386531200.00000,           960.00000,             0.00000
    1, 01/06/1995,      44066288.00000,             0.00000,             0.00000,     343031136.00000,     387097408.00000,       -949494.31250,            -0.00000,    -386147616.00000,            -0.00000,    -387097120.00000,           288.00000,             0.00000
    1, 01/06/1995,      42803748.00000,             0.00000,             0.00000,     344245440.00000,     387049184.00000,      -2394302.75000,            -0.00000,    -384658432.00000,            -0.00000,    -387052736.00000,         -3552.00000,            -0.00000
    1, 01/06/1995,      43570104.00000,             0.00000,             0.00000,     343563200.00000,     387133312.00000,      -1267657.75000,            -0.00000,    -385865472.00000,            -0.00000,    -387133120.00000,           192.00000,             0.00000
    1, 01/06/1995,      42852136.00000,             0.00000,             0.00000,     341635520.00000,     384487648.00000,      -1222131.87500,            -0.00000,    -383265248.00000,            -0.00000,    -384487392.00000,           256.00000,             0.00000
    1, 01/06/1995,      41941596.00000,             0.00000,             0.00000,     345305728.00000,     387247328.00000,      -1979856.00000,            -0.00000,    -385266656.00000,            -0.00000,    -387246528.00000,           800.00000,             0.00000
    1, 01/06/1995,      42467924.00000,             0.00000,             0.00000,     340668960.00000,     383136896.00000,       -997443.18750,            -0.00000,    -382141312.00000,            -0.00000,    -383138752.00000,         -1856.00000,            -0.00000
    1, 01/06/1995,      41818092.00000,             0.00000,             0.00000,     344094336.00000,     385912416.00000,      -1413014.37500,            -0.00000,    -384491008.00000,            -0.00000,    -385904032.00000,          8384.00000,             0.00000
    1, 01/06/1995,      41135680.00000,             0.00000,             0.00000,     344082752.00000,     385218432.00000,      -2491283.75000,            -0.00000,    -382714016.00000,            -0.00000,    -385205312.00000,         13120.00000,             0.00000
    1, 01/06/1995,      41907052.00000,             0.00000,             0.00000,     342042976.00000,     383950016.00000,       -844984.06250,            -0.00000,    -386578240.00000,            -0.00000,    -387423232.00000,      -3473216.00000,            -0.90000
    1, 01/06/1995,      40729844.00000,             0.00000,             0.00000,     341771456.00000,     382501312.00000,      -1253545.75000,            -0.00000,    -381247424.00000,            -0.00000,    -382500960.00000,           352.00000,             0.00000
    1, 01/06/1995,      40102540.00000,             0.00000,             0.00000,     346033408.00000,     386135936.00000,      -2593962.50000,            -0.00000,    -384401120.00000,            -0.00000,    -386995072.00000,       -859136.00000,            -0.22000
    1, 01/06/1995,      40899080.00000,             0.00000,             0.00000,     341039136.00000,     381938208.00000,      -1223343.50000,            -0.00000,    -380713984.00000,            -0.00000,    -381937312.00000,           896.00000,             0.00000
    1, 01/06/1995,      40298148.00000,             0.00000,             0.00000,     342082560.00000,     382380704.00000,       -945524.12500,            -0.00000,    -381434912.00000,            -0.00000,    -382380448.00000,           256.00000,             0.00000
    1, 01/06/1995,      39071912.00000,             0.00000,             0.00000,     344018720.00000,     383090624.00000,      -2484782.25000,            -0.00000,    -380605184.00000,            -0.00000,    -383089952.00000,           672.00000,             0.00000
    1, 01/06/1995,      39949740.00000,             0.00000,             0.00000,     343100864.00000,     383050592.00000,      -1266907.12500,            -0.00000,    -381783520.00000,            -0.00000,    -383050432.00000,           160.00000,             0.00000
    1, 01/06/1995,      39290168.00000,             0.00000,             0.00000,     340591520.00000,     379881696.00000,      -1188997.62500,            -0.00000,    -378692384.00000,            -0.00000,    -379881376.00000,           320.00000,             0.00000
    1, 01/06/1995,      38279836.00000,             0.00000,             0.00000,     344990400.00000,     383270240.00000,      -2073624.87500,            -0.00000,    -381196384.00000,            -0.00000,    -383270016.00000,           224.00000,             0.00000
    1, 01/06/1995,      38921444.00000,             0.00000,             0.00000,     339951136.00000,     378872576.00000,       -941484.62500,            -0.00000,    -377930560.00000,            -0.00000,    -378872032.00000,           544.00000,             0.00000
    1, 01/06/1995,      38174240.00000,             0.00000,             0.00000,     343961280.00000,     382135520.00000,      -1419408.37500,            -0.00000,    -380718528.00000,            -0.00000,    -382137952.00000,         -2432.00000,            -0.00000
    1, 01/06/1995,      37631536.00000,             0.00000,             0.00000,     342692864.00000,     380324416.00000,      -2246491.50000,            -0.00000,    -378079744.00000,            -0.00000,    -380326240.00000,         -1824.00000,            -0.00000
    1, 01/06/1995,      38471988.00000,             0.00000,             0.00000,     340781600.00000,     379253600.00000,       -802986.31250,            -0.00000,    -378441728.00000,            -0.00000,    -379244704.00000,          8896.00000,             0.00000
    1, 01/06/1995,      37287724.00000,             0.00000,             0.00000,     341258592.00000,     378546304.00000,      -1371488.37500,            -0.00000,    -377163296.00000,            -0.00000,    -378534784.00000,         11520.00000,             0.00000
    1, 01/06/1995,      36805268.00000,             0.00000,             0.00000,     345151168.00000,     381956448.00000,      -2603246.50000,            -0.00000,    -379345952.00000,            -0.00000,    -381949184.00000,          7264.00000,             0.00000
    1, 01/06/1995,      37491504.00000,             0.00000,             0.00000,     339797632.00000,     377289152.00000,      -1076114.25000,            -0.00000,    -376206016.00000,            -0.00000,    -377282144.00000,          7008.00000,             0.00000
    1, 01/06/1995,      36941504.00000,             0.00000,             0.00000,     341447808.00000,     378389312.00000,       -954951.68750,            -0.00000,    -382126848.00000,            -0.00000,    -383081792.00000,      -4692480.00000,            -1.23000
    1, 01/06/1995,      35820956.00000,             0.00000,             0.00000,     342629440.00000,     378450400.00000,      -2391152.75000,            -0.00000,    -376061824.00000,            -0.00000,    -378452992.00000,         -2592.00000,            -0.00000
    1, 01/06/1995,      36481964.00000,             0.00000,             0.00000,     343196928.00000,     379678880.00000,      -1329081.62500,            -0.00000,    -378339808.00000,            -0.00000,    -379668896.00000,          9984.00000,             0.00000
    1, 01/06/1995,      36067432.00000,             0.00000,             0.00000,     339888736.00000,     375956160.00000,      -1074384.12500,            -0.00000,    -374874144.00000,            -0.00000,    -375948544.00000,          7616.00000,             0.00000
    1, 01/06/1995,      35198496.00000,             0.00000,             0.00000,     343972320.00000,     379170816.00000,      -2060181.25000,            -0.00000,    -377103712.00000,            -0.00000,    -379163904.00000,          6912.00000,             0.00000
    1, 01/06/1995,      35806616.00000,             0.00000,             0.00000,     339397312.00000,     375203936.00000,       -994706.56250,            -0.00000,    -377133504.00000,            -0.00000,    -378128224.00000,      -2924288.00000,            -0.78000
    1, 01/06/1995,      35216436.00000,             0.00000,             0.00000,     343037376.00000,     378253824.00000,      -1443275.12500,            -0.00000,    -376811744.00000,            -0.00000,    -378255008.00000,         -1184.00000,            -0.00000
    1, 01/06/1995,      34610948.00000,             0.00000,             0.00000,     342745120.00000,     377356064.00000,      -2489468.50000,            -0.00000,    -376064992.00000,            -0.00000,    -378554464.00000,      -1198400.00000,            -0.32000
    1, 01/06/1995,      35525304.00000,             0.00000,             0.00000,     339999680.00000,     375524992.00000,       -804866.06250,            -0.00000,    -374719872.00000,            -0.00000,    -375524736.00000,           256.00000,             0.00000
    1, 01/06/1995,      34267792.00000,             0.00000,             0.00000,     340381152.00000,     374648960.00000,      -1246832.75000,            -0.00000,    -373401856.00000,            -0.00000,    -374648704.00000,           256.00000,             0.00000
    1, 01/06/1995,      33790480.00000,             0.00000,             0.00000,     344781504.00000,     378571968.00000,      -2549445.25000,            -0.00000,    -376024064.00000,            -0.00000,    -378573504.00000,         -1536.00000,            -0.00000
    1, 01/06/1995,      34636980.00000,             0.00000,             0.00000,     338616544.00000,     373253536.00000,      -1051612.12500,            -0.00000,    -372193984.00000,            -0.00000,    -373245600.00000,          7936.00000,             0.00000
    1, 01/06/1995,      33829408.00000,             0.00000,             0.00000,     341475520.00000,     375304928.00000,      -1008911.62500,            -0.00000,    -374295808.00000,            -0.00000,    -375304704.00000,           224.00000,             0.00000
    1, 01/06/1995,      32964738.00000,             0.00000,             0.00000,     341986880.00000,     374951616.00000,      -2295386.00000,            -0.00000,    -372681600.00000,            -0.00000,    -374976992.00000,        -25376.00000,            -0.01000
    1, 01/06/1995,      33695376.00000,             0.00000,             0.00000,     342216960.00000,     375912320.00000,      -1274324.12500,            -0.00000,    -374637888.00000,            -0.00000,    -375912224.00000,            96.00000,             0.00000
    1, 01/06/1995,      33255650.00000,             0.00000,             0.00000,     339352928.00000,     372608576.00000,      -1127050.12500,            -0.00000,    -371478080.00000,            -0.00000,    -372605120.00000,          3456.00000,             0.00000
    1, 01/06/1995,      32472718.00000,             0.00000,             0.00000,     342721024.00000,     375193728.00000,      -1936202.62500,            -0.00000,    -373259840.00000,            -0.00000,    -375196032.00000,         -2304.00000,            -0.00000
    1, 01/06/1995,      33001524.00000,             0.00000,             0.00000,     339401536.00000,     372403072.00000,      -1204736.50000,            -0.00000,    -371200096.00000,            -0.00000,    -372404832.00000,         -1760.00000,            -0.00000
    1, 01/06/1995,      32534918.00000,             0.00000,             0.00000,     342138816.00000,     374673728.00000,      -1428272.75000,            -0.00000,    -373236832.00000,            -0.00000,    -374665120.00000,          8608.00000,             0.00000
    1, 01/06/1995,      31879376.00000,             0.00000,             0.00000,     341802368.00000,     373681728.00000,      -2402371.25000,            -0.00000,    -371271072.00000,            -0.00000,    -373673440.00000,          8288.00000,             0.00000
    1, 01/06/1995,      32817922.00000,             0.00000,             0.00000,     339487744.00000,     372305664.00000,       -801767.81250,            -0.00000,    -371496512.00000,            -0.00000,    -372298272.00000,          7392.00000,             0.00000
    1, 01/06/1995,      31677078.00000,             0.00000,             0.00000,     339253888.00000,     370930976.00000,      -1211444.12500,            -0.00000,    -369710432.00000,            -0.00000,    -370921888.00000,          9088.00000,             0.00000
    1, 01/06/1995,      31047604.00000,             0.00000,             0.00000,     344259552.00000,     375307168.00000,      -2619629.50000,            -0.00000,    -372681184.00000,            -0.00000,    -375300800.00000,          6368.00000,             0.00000
    1, 01/06/1995,      32005614.00000,             0.00000,             0.00000,     337909856.00000,     369915456.00000,       -977986.43750,            -0.00000,    -368936928.00000,            -0.00000,    -369914912.00000,           544.00000,             0.00000
    1, 01/06/1995,      31366442.00000,             0.00000,             0.00000,     340536160.00000,     371902592.00000,       -985526.31250,            -0.00000,    -375217664.00000,            -0.00000,    -376203200.00000,      -4300608.00000,            -1.15000
    1, 01/06/1995,      30406140.00000,             0.00000,             0.00000,     342167264.00000,     372573408.00000,      -2502790.00000,            -0.00000,    -370071584.00000,            -0.00000,    -372574368.00000,          -960.00000,            -0.00000
    1, 01/06/1995,      31342340.00000,             0.00000,             0.00000,     340780384.00000,     372122720.00000,      -1270280.50000,            -0.00000,    -370958048.00000,            -0.00000,    -372228320.00000,       -105600.00000,            -0.03000
    1, 01/06/1995,      30752014.00000,             0.00000,             0.00000,     338604992.00000,     369356992.00000,      -1178994.62500,            -0.00000,    -368178688.00000,            -0.00000,    -369357696.00000,          -704.00000,            -0.00000
    1, 01/06/1995,      30009636.00000,             0.00000,             0.00000,     342216320.00000,     372225952.00000,      -1955839.12500,            -0.00000,    -370272416.00000,            -0.00000,    -372228256.00000,         -2304.00000,            -0.00000
    1, 01/06/1995,      30502458.00000,             0.00000,             0.00000,     339222528.00000,     369724992.00000,      -1241318.00000,            -0.00000,    -368485824.00000,            -0.00000,    -369727136.00000,         -2144.00000,            -0.00000
    1, 01/06/1995,      30173364.00000,             0.00000,             0.00000,     341344800.00000,     371518176.00000,      -1391628.62500,            -0.00000,    -370131424.00000,            -0.00000,    -371523040.00000,         -4864.00000,            -0.00000
    1, 01/06/1995,      29474980.00000,             0.00000,             0.00000,     340892224.00000,     370367200.00000,      -2342355.00000,            -0.00000,    -368016480.00000,            -0.00000,    -370358848.00000,          8352.00000,             0.00000
    1, 01/06/1995,      30419738.00000,             0.00000,             0.00000,     338957664.00000,     369377408.00000,       -797300.87500,            -0.00000,    -368572608.00000,            -0.00000,    -369369920.00000,          7488.00000,             0.00000
    1, 01/06/1995,      29266914.00000,             0.00000,             0.00000,     338638368.00000,     367905280.00000,      -1207276.00000,            -0.00000,    -366686368.00000,            -0.00000,    -367893632.00000,         11648.00000,             0.00000
    1, 01/06/1995,      28674640.00000,             0.00000,             0.00000,     344569664.00000,     373244288.00000,      -2751368.00000,            -0.00000,    -370524512.00000,            -0.00000,    -373275872.00000,        -31584.00000,            -0.01000
    1, 01/06/1995,      29812592.00000,             0.00000,             0.00000,     337530304.00000,     367342912.00000,       -938356.56250,            -0.00000,    -366398016.00000,            -0.00000,    -367336384.00000,          6528.00000,             0.00000
    1, 01/06/1995,      29085940.00000,             0.00000,             0.00000,     340138240.00000,     369224192.00000,       -947550.56250,            -0.00000,    -374602144.00000,            -0.00000,    -375549696.00000,      -6325504.00000,            -1.70000
    1, 01/06/1995,      28154888.00000,             0.00000,             0.00000,     340678048.00000,     368832928.00000,      -2309587.50000,            -0.00000,    -366516096.00000,            -0.00000,    -368825696.00000,          7232.00000,             0.00000
    1, 01/06/1995,      29052580.00000,             0.00000,             0.00000,     340333824.00000,     369386400.00000,      -1268315.37500,            -0.00000,    -372712352.00000,            -0.00000,    -373980672.00000,      -4594272.00000,            -1.24000
    1, 01/06/1995,      28502346.00000,             0.00000,             0.00000,     339170048.00000,     367672384.00000,      -1366774.37500,            -0.00000,    -367659104.00000,            -0.00000,    -369025888.00000,      -1353504.00000,            -0.37000
    1, 01/06/1995,      27904240.00000,             0.00000,             0.00000,     341835296.00000,     369739520.00000,      -1957278.62500,            -0.00000,    -367776384.00000,            -0.00000,    -369733664.00000,          5856.00000,             0.00000
    1, 01/06/1995,      28423752.00000,             0.00000,             0.00000,     337701728.00000,     366125472.00000,      -1046816.06250,            -0.00000,    -366739040.00000,            -0.00000,    -367785856.00000,      -1660384.00000,            -0.45000
    1, 01/06/1995,      27909356.00000,             0.00000,             0.00000,     340796064.00000,     368705408.00000,      -1415155.25000,            -0.00000,    -367284896.00000,            -0.00000,    -368700064.00000,          5344.00000,             0.00000
    1, 01/06/1995,      27349648.00000,             0.00000,             0.00000,     340237536.00000,     367587200.00000,      -2373199.75000,            -0.00000,    -365211424.00000,            -0.00000,    -367584608.00000,          2592.00000,             0.00000
    1, 01/06/1995,      28019472.00000,             0.00000,             0.00000,     340148032.00000,     368167488.00000,       -898614.31250,            -0.00000,    -369356256.00000,            -0.00000,    -370254880.00000,      -2087392.00000,            -0.57000
    1, 01/06/1995,      27293704.00000,             0.00000,             0.00000,     338368384.00000,     365662080.00000,      -1104919.12500,            -0.00000,    -364557184.00000,            -0.00000,    -365662112.00000,           -32.00000,            -0.00000
    1, 01/06/1995,      26682272.00000,             0.00000,             0.00000,     343285792.00000,     369968064.00000,      -2610349.25000,            -0.00000,    -367357632.00000,            -0.00000,    -369967968.00000,            96.00000,             0.00000
    1, 01/06/1995,      27704682.00000,             0.00000,             0.00000,     336825920.00000,     364530592.00000,       -965005.12500,            -0.00000,    -363559296.00000,            -0.00000,    -364524288.00000,          6304.00000,             0.00000
    1, 01/06/1995,      27095570.00000,             0.00000,             0.00000,     339255680.00000,     366351264.00000,       -943225.56250,            -0.00000,    -366115168.00000,            -0.00000,    -367058400.00000,       -707136.00000,            -0.19000
    1, 01/06/1995,      26116392.00000,             0.00000,             0.00000,     341578400.00000,     367694784.00000,      -2624456.75000,            -0.00000,    -365069920.00000,            -0.00000,    -367694368.00000,           416.00000,             0.00000
    1, 01/06/1995,      27157476.00000,             0.00000,             0.00000,     340061056.00000,     367218528.00000,      -1265469.00000,            -0.00000,    -365952960.00000,            -0.00000,    -367218432.00000,            96.00000,             0.00000
    1, 01/06/1995,      26546260.00000,             0.00000,             0.00000,     337816416.00000,     364362688.00000,      -1185333.00000,            -0.00000,    -363177152.00000,            -0.00000,    -364362496.00000,           192.00000,             0.00000
    1, 01/06/1995,      25847370.00000,             0.00000,             0.00000,     341144480.00000,     366991840.00000,      -1943261.75000,            -0.00000,    -365043360.00000,            -0.00000,    -366986624.00000,          5216.00000,             0.00000
    1, 01/06/1995,      26416798.00000,             0.00000,             0.00000,     337095008.00000,     363511808.00000,      -1043678.87500,            -0.00000,    -362467936.00000,            -0.00000,    -363511616.00000,           192.00000,             0.00000
    1, 01/06/1995,      25743064.00000,             0.00000,             0.00000,     341732736.00000,     367475808.00000,      -1492913.25000,            -0.00000,    -365982816.00000,            -0.00000,    -367475744.00000,            64.00000,             0.00000
    1, 01/06/1995,      25467148.00000,             0.00000,             0.00000,     339891264.00000,     365358400.00000,      -2229242.75000,            -0.00000,    -363118304.00000,            -0.00000,    -365347552.00000,         10848.00000,             0.00000
    1, 01/06/1995,      26342276.00000,             0.00000,             0.00000,     338533248.00000,     364875520.00000,       -805876.68750,            -0.00000,    -364075264.00000,            -0.00000,    -364881152.00000,         -5632.00000,            -0.00000
    1, 01/06/1995,      25391474.00000,             0.00000,             0.00000,     337455840.00000,     362847328.00000,      -1120236.75000,            -0.00000,    -361718272.00000,            -0.00000,    -362838496.00000,          8832.00000,             0.00000
    1, 01/06/1995,      24876110.00000,             0.00000,             0.00000,     342522720.00000,     367398816.00000,      -2623181.00000,            -0.00000,    -364767424.00000,            -0.00000,    -367390592.00000,          8224.00000,             0.00000
    1, 01/06/1995,      25790108.00000,             0.00000,             0.00000,     337623328.00000,     363413440.00000,      -1222757.50000,            -0.00000,    -365071008.00000,            -0.00000,    -366293760.00000,      -2880320.00000,            -0.79000
    1, 01/06/1995,      25425272.00000,             0.00000,             0.00000,     338971520.00000,     364396800.00000,       -987009.31250,            -0.00000,    -363410656.00000,            -0.00000,    -364397664.00000,          -864.00000,            -0.00000
    1, 01/06/1995,      24350152.00000,             0.00000,             0.00000,     340077504.00000,     364427648.00000,      -2392191.25000,            -0.00000,    -362035520.00000,            -0.00000,    -364427712.00000,           -64.00000,            -0.00000
    1, 01/06/1995,      25324660.00000,             0.00000,             0.00000,     339264096.00000,     364588768.00000,      -1253917.62500,            -0.00000,    -363334752.00000,            -0.00000,    -364588672.00000,            96.00000,             0.00000
    1, 01/06/1995,      24774316.00000,             0.00000,             0.00000,     337136480.00000,     361910784.00000,      -1201617.75000,            -0.00000,    -360708992.00000,            -0.00000,    -361910624.00000,           160.00000,             0.00000
    1, 01/06/1995,      24037754.00000,             0.00000,             0.00000,     341649536.00000,     365687296.00000,      -2100449.00000,            -0.00000,    -363586848.00000,            -0.00000,    -365687296.00000,             0.00000,             0.00000
    1, 01/06/1995,      24780980.00000,             0.00000,             0.00000,     336697952.00000,     361478944.00000,       -988409.31250,            -0.00000,    -360490240.00000,            -0.00000,    -361478656.00000,           288.00000,             0.00000
    1, 01/06/1995,      24265170.00000,             0.00000,             0.00000,     340231904.00000,     364497088.00000,      -1410951.37500,            -0.00000,    -363086016.00000,            -0.00000,    -364496960.00000,           128.00000,             0.00000
    1, 01/06/1995,      23791222.00000,             0.00000,             0.00000,     339818272.00000,     363609504.00000,      -2428307.00000,            -0.00000,    -361180768.00000,            -0.00000,    -363609088.00000,           416.00000,             0.00000
    1, 01/06/1995,      24778728.00000,             0.00000,             0.00000,     337783456.00000,     362562176.00000,       -821940.56250,            -0.00000,    -361740064.00000,            -0.00000,    -362562016.00000,           160.00000,             0.00000
    1, 01/06/1995,      23658964.00000,             0.00000,             0.00000,     337696736.00000,     361355712.00000,      -1242195.87500,            -0.00000,    -360113344.00000,            -0.00000,    -361355552.00000,           160.00000,             0.00000
    1, 01/06/1995,      23262288.00000,             0.00000,             0.00000,     342141280.00000,     365403584.00000,      -2558536.00000,            -0.00000,    -362844960.00000,            -0.00000,    -365403488.00000,            96.00000,             0.00000
