date,takli,dhond,sarati,khamgaon,phulgaon,narsingpur,rakshewadi
9/27/2002,0,11.89000034,0,49.20299911,0,0,0
9/28/2002,0,10.63000011,0,49.59690094,0,0,0
9/29/2002,0,10.77000046,0,51.78549957,0,0,0
9/30/2002,0,7.211999893,0,50.27159882,0,0,0
10/1/2002,0,7.385000229,0,47.59790039,0,0,0
10/2/2002,0,7.800000191,0,42.6697998,0,0,0
10/3/2002,0,6.710999966,0,42.16030121,0,0,0
10/4/2002,0,6.610000134,0,42.27859879,0,0,0
10/5/2002,0,6.221000195,0,43.86899948,0,0,0
10/6/2002,0,6.760000229,0,42.29940033,0,233.8000031,0
10/7/2002,0,3.525000095,0,41.14400101,0,272.8999939,0
10/8/2002,0,3.085000038,0,39.28219986,0,175.1999969,0
10/9/2002,0,0,0,37.479599,0,124,0
10/10/2002,0,0,0,37.40380096,0,100,0
10/11/2002,0,0,0,39.01470184,0,15.22000027,0
10/12/2002,47.52000046,0,0,39.26160049,0,6.013999939,0
10/13/2002,27.32999992,0,0,40.08039856,0,3.769999981,0
10/14/2002,0,0,0,40.23339844,0,0,0
10/15/2002,0,0,0,41.0644989,0,0,0
10/16/2002,0,0,0,41.22040176,0,10.76000023,0
10/17/2002,0,0,194.6000061,42.17990112,0,450,0
10/18/2002,0,0,44.84999847,44.04970169,0,130,0
10/19/2002,188.1000061,0,30.90999985,45.12229919,0,66.40000153,0
10/20/2002,102.9000015,0,18.28000069,45.04240036,0,70,0
10/21/2002,26.52000046,0,6.514999866,42.3995018,0,11.56000042,0
10/22/2002,0,0,4.400000095,41.26010132,0,4.859000206,0
10/23/2002,0,0,0,41.10390091,0,2.346999884,0
10/24/2002,0,0,0,40.33029938,0,1.731999993,0
10/25/2002,0,0,0,41.12279892,0,0,0
10/26/2002,0,0,0,42.23929977,0,0,0
10/27/2002,0,0,0,44.44070053,0,0,0
10/28/2002,0,0,0,38.33670044,0,0,0
10/29/2002,0,0,0,41.77970123,0,0,0
10/30/2002,0,0,0,44.17129898,0,0,0
10/31/2002,0,0,0,46.91120148,0,0,0
11/1/2002,0,0,0,0,0,0,0
11/2/2002,0,0,0,0,0,0,0
11/3/2002,0,0,0,0,0,0,0
11/4/2002,0,0,0,0,0,0,0
11/5/2002,0,0,0,0,0,0,0
11/6/2002,0,0,0,0,0,0,0
11/7/2002,0,0,0,0,0,0,0
11/8/2002,0,0,0,0,0,0,0
11/9/2002,0,0,0,0,0,0,0
11/10/2002,0,0,0,0,0,0,0
11/11/2002,0,0,0,0,0,0,0
11/12/2002,0,0,0,0,0,0,0
11/13/2002,0,0,0,0,0,147.3999939,0
11/14/2002,0,0,0,0,0,129.1000061,0
11/15/2002,0,0,0,0,0,129.1000061,0
11/16/2002,0,0,0,0,0,21.97999954,0
11/17/2002,0,0,0,0,0,10.23999977,0
11/18/2002,0,0,0,0,0,10.80000019,0
11/19/2002,0,0,0,0,0,8.710000038,0
11/20/2002,0,0,0,0,0,4.394000053,0
11/21/2002,0,0,0,0,0,3.993999958,0
11/22/2002,0,0,0,0,0,3.477999926,0
11/23/2002,0,0,0,0,0,3.430999994,0
11/24/2002,0,0,0,0,0,2.589999914,0
11/25/2002,0,0,0,0,0,2.260999918,0
11/26/2002,0,0,0,0,0,1.501999974,0
11/27/2002,0,0,0,0,0,0,0
11/28/2002,0,0,0,0,0,0,0
11/29/2002,0,0,0,0,0,0,0
11/30/2002,0,0,0,0,0,0,0
12/1/2002,0,0,0,0,0,0,0
12/2/2002,0,0,0,0,0,0,0
12/3/2002,0,0,0,0,0,0,0
12/4/2002,0,0,0,0,0,0,0
12/5/2002,0,0,0,0,0,0,0
12/6/2002,0,0,0,0,0,0,0
12/7/2002,0,0,0,0,0,0,0
12/8/2002,0,0,0,0,0,0,0
12/9/2002,0,0,0,0,0,0,0
12/10/2002,0,0,0,0,0,0,0
12/11/2002,0,0,0,0,0,0,0
12/12/2002,0,0,0,0,0,0,0
12/13/2002,0,0,0,0,0,0,0
12/14/2002,0,0,0,0,0,0,0
12/15/2002,0,0,0,0,0,0,0
12/16/2002,0,0,0,0,0,0,0
12/17/2002,0,0,0,0,0,0,0
12/18/2002,0,0,0,0,0,0,0
12/19/2002,0,0,0,0,0,0,0
12/20/2002,0,0,0,0,0,0,0
12/21/2002,0,0,0,0,0,0,0
12/22/2002,0,0,0,0,0,0,0
12/23/2002,0,0,0,0,0,0,0
12/24/2002,0,0,0,0,0,0,0
12/25/2002,0,0,0,0,0,0,0
12/26/2002,0,0,0,0,0,0,0
12/27/2002,0,0,0,0,0,0,0
12/28/2002,0,0,0,0,0,0,0
12/29/2002,0,0,0,0,0,0,0
12/30/2002,0,0,0,0,0,0,0
12/31/2002,0,0,0,0,0,0,0
1/1/2003,0,0,0,0,0,0,0
1/2/2003,0,0,0,0,0,0,0
1/3/2003,0,0,0,0,0,0,0
1/4/2003,0,0,0,0,0,0,0
1/5/2003,0,0,0,0,0,0,0
1/6/2003,0,0,0,0,0,0,0
1/7/2003,0,0,0,0,0,0,0
1/8/2003,0,0,0,0,0,0,0
1/9/2003,0,0,0,0,0,0,0
1/10/2003,0,0,0,0,0,0,0
1/11/2003,0,0,0,0,0,0,0
1/12/2003,0,0,0,0,0,0,0
1/13/2003,0,0,0,0,0,0,0
1/14/2003,0,0,0,0,0,0,0
1/15/2003,0,0,0,0,0,0,0
1/16/2003,0,0,0,0,0,0,0
1/17/2003,0,0,0,0,0,0,0
1/18/2003,0,0,0,0,0,0,0
1/19/2003,0,0,0,0,0,0,0
1/20/2003,0,0,0,0,0,0,0
1/21/2003,0,0,0,0,0,0,0
1/22/2003,0,0,0,0,0,0,0
1/23/2003,0,0,0,0,0,0,0
1/24/2003,0,0,0,0,0,0,0
1/25/2003,0,0,0,0,0,0,0
1/26/2003,0,0,0,0,0,0,0
1/27/2003,0,0,0,0,0,0,0
1/28/2003,0,0,0,0,0,0,0
1/29/2003,0,0,0,0,0,0,0
1/30/2003,0,0,0,0,0,0,0
1/31/2003,0,0,0,0,0,0,0
2/1/2003,0,0,0,0,0,0,0
2/2/2003,0,0,0,0,0,0,0
2/3/2003,0,0,0,0,0,0,0
2/4/2003,0,0,0,0,0,0,0
2/5/2003,0,0,0,0,0,0,0
2/6/2003,0,0,0,0,0,0,0
2/7/2003,0,0,0,0,0,0,0
2/8/2003,0,0,0,0,0,0,0
2/9/2003,0,0,0,0,0,0,0
2/10/2003,0,0,0,0,0,0,0
2/11/2003,0,0,0,0,0,0,0
2/12/2003,0,0,0,0,0,0,0
2/13/2003,0,0,0,0,0,0,0
2/14/2003,0,0,0,0,0,0,0
2/15/2003,0,0,0,0,0,0,0
2/16/2003,0,0,0,0,0,0,0
2/17/2003,0,0,0,0,0,0,0
2/18/2003,0,0,0,0,0,0,0
2/19/2003,0,0,0,0,0,0,0
2/20/2003,0,0,0,0,0,0,0
2/21/2003,0,0,0,0,0,0,0
2/22/2003,0,0,0,0,0,0,0
2/23/2003,0,0,0,0,0,0,0
2/24/2003,0,0,0,0,0,0,0
2/25/2003,0,0,0,0,0,0,0
2/26/2003,0,0,0,0,0,0,0
2/27/2003,0,0,0,0,0,0,0
2/28/2003,0,0,0,0,0,0,0
3/1/2003,0,0,0,0,0,0,0
3/2/2003,0,0,0,0,0,0,0
3/3/2003,0,0,0,0,0,0,0
3/4/2003,0,0,0,0,0,0,0
3/5/2003,0,0,0,0,0,0,0
3/6/2003,0,0,0,0,0,0,0
3/7/2003,0,0,0,0,0,0,0
3/8/2003,0,0,0,0,0,0,0
3/9/2003,0,0,0,0,0,0,0
3/10/2003,0,0,0,0,0,0,0
3/11/2003,0,0,0,0,0,0,0
3/12/2003,0,0,0,0,0,0,0
3/13/2003,0,0,0,0,0,0,0
3/14/2003,0,0,0,0,0,0,0
3/15/2003,0,0,0,0,0,0,0
3/16/2003,0,0,0,0,0,0,0
3/17/2003,0,0,0,0,0,0,0
3/18/2003,0,0,0,0,0,0,0
3/19/2003,0,0,0,0,0,0,0
3/20/2003,0,0,0,0,0,0,0
3/21/2003,0,0,0,0,0,0,0
3/22/2003,0,0,0,0,0,0,0
3/23/2003,0,0,0,0,0,0,0
3/24/2003,0,0,0,0,0,0,0
3/25/2003,0,0,0,0,0,0,0
3/26/2003,0,0,0,0,0,0,0
3/27/2003,0,0,0,0,0,0,0
3/28/2003,0,0,0,0,0,0,0
3/29/2003,0,0,0,0,0,0,0
3/30/2003,0,0,0,0,0,0,0
3/31/2003,0,0,0,0,0,0,0
4/1/2003,0,0,0,0,0,0,0
4/2/2003,0,0,0,0,0,0,0
4/3/2003,0,0,0,0,0,0,0
4/4/2003,0,0,0,0,0,0,0
4/5/2003,0,0,0,0,0,0,0
4/6/2003,0,0,0,0,0,0,0
4/7/2003,0,0,0,0,0,0,0
4/8/2003,0,0,0,0,0,0,0
4/9/2003,0,0,0,0,0,0,0
4/10/2003,0,0,0,0,0,0,0
4/11/2003,0,0,0,0,0,0,0
4/12/2003,0,0,0,0,0,0,0
4/13/2003,0,0,0,0,0,0,0
4/14/2003,0,0,0,0,0,0,0
4/15/2003,0,0,0,0,0,0,0
4/16/2003,0,0,0,0,0,0,0
4/17/2003,0,0,0,0,0,0,0
4/18/2003,0,0,0,0,0,0,0
4/19/2003,0,0,0,0,0,0,0
4/20/2003,0,0,0,0,0,0,0
4/21/2003,0,0,0,0,0,0,0
4/22/2003,0,0,0,0,0,0,0
4/23/2003,0,0,0,0,0,192.6000061,0
4/24/2003,0,0,0,0,0,224.6000061,0
4/25/2003,0,0,0,0,0,278.6000061,0
4/26/2003,0,0,0,0,0,268.8999939,0
4/27/2003,0,0,0,0,0,230,0
4/28/2003,0,0,0,0,0,95.86000061,0
4/29/2003,0,0,0,0,0,18.32999992,0
4/30/2003,0,0,0,0,0,7.28399992,0
5/1/2003,0,0,0,0,0,3.625,0
5/2/2003,0,0,0,0,0,0,0
5/3/2003,0,0,0,0,0,0,0
5/4/2003,0,0,0,0,0,0,0
5/5/2003,0,0,0,0,0,0,0
5/6/2003,0,0,0,0,0,14.86200047,0
5/7/2003,0,0,0,0,0,40.75,0
5/8/2003,0,0,0,0,0,39.72999954,0
5/9/2003,0,0,0,0,0,43.97999954,0
5/10/2003,0,0,0,0,0,46.38999939,0
5/11/2003,0,0,0,0,0,41,0
5/12/2003,0,0,0,0,0,44.77000046,0
5/13/2003,0,0,0,0,0,57.04000092,0
5/14/2003,0,0,0,0,0,26.55999947,0
5/15/2003,0,0,0,0,0,30.21999931,0
5/16/2003,1.324000001,0,0,0,0,47.56999969,0
5/17/2003,10.72000027,0,0,0,0,50.79000092,0
5/18/2003,10.18999958,0,0,0,0,50.63999939,0
5/19/2003,7.900000095,0,0,0,0,46.38000107,0
5/20/2003,7.754000187,0,0,0,0,51.65000153,0
5/21/2003,0.620000005,0,0,0,0,30.79999924,0
5/22/2003,0,0,0,0,0,29.30999947,0
5/23/2003,12.23999977,0,0,0,0,28.64999962,0
5/24/2003,7.337999821,0,0,0,0,25.04000092,0
5/25/2003,3.65199995,0,0,0,0,24.54999924,0
5/26/2003,3.947999954,0,0,0,0,25.10000038,0
5/27/2003,3.924999952,0,0,0,0,47.33000183,0
5/28/2003,2.122999907,0,0,0,0,52.41999817,0
5/29/2003,3.746000051,0,0,0,0,51.22000122,0
5/30/2003,2.180000067,0,0,0,0,46.88000107,0
5/31/2003,3.730000019,0,0,0,0,27.36000061,0
6/1/2003,4.546999931,0,0,0,0,7,0
6/2/2003,3.775000095,0,0,0,0,8.963999748,0
6/3/2003,5.282000065,0,0,0,0,6.245999813,0
6/4/2003,3.434000015,0,0,0,0,6.110000134,0
6/5/2003,2.305000067,0,0,0,0,6.231999874,0
6/6/2003,1.129999995,0,0,0,0,6.093999863,0
6/7/2003,0.453000009,0,0,0,0,4.559999943,0
6/8/2003,0,0,0,0,0,1.697999954,0
6/9/2003,0,0,0,0,0,1.56099999,0
6/10/2003,0,0,0,0,0,1.552000046,0
6/11/2003,0,0,0,0,0,1.572999954,0
6/12/2003,0,0,0,0,0,1.56099999,0
6/13/2003,0,0,0,0,0,1.587000012,0
6/14/2003,0,0,0,0,0,2.135999918,0
6/15/2003,0,11.81000042,0,0,0,2.467000008,0
6/16/2003,0,23,0,0,0,2.210000038,0
6/17/2003,0,15.72000027,0,0,0,2.930000067,0
6/18/2003,0,7.929999828,0,0,0,2.282999992,0
6/19/2003,0,5.559999943,0,0,0,2.256000042,0
6/20/2003,0,4.710000038,0,0,0,1.921000004,0
6/21/2003,0,3.869999886,0,0,0,2.289999962,0
6/22/2003,0,2.99000001,0,87.07479858,140.1000061,1.324000001,0
6/23/2003,0,11.21000004,0,79.17369843,48.86000061,0.878000021,0
6/24/2003,0,77.72000122,0,105.2170029,148.6000061,1.983999968,162.1309967
6/25/2003,0,122,0,76.7039032,50.52999878,2.170000076,68.51100159
6/26/2003,0,68.51000214,0,71.03690338,53.79000092,2.194999933,52.06420135
6/27/2003,0,66.79000092,0,59.10900116,36.00999832,1.953999996,45.10820007
6/28/2003,0,40.97000122,0,59.10900116,29.46999931,1.970999956,29.71699905
6/29/2003,0,35.41999817,0,60.96279907,102,1.717000008,55.2521019
6/30/2003,0,136.1999969,0,120.913002,54,1.720000029,94.55239868
7/1/2003,0,155.5,0,83.17420197,83.23999786,1.707000017,82.02780151
7/2/2003,0,111.4000015,0,61.15140152,52.20000076,2.869999886,59.53379822
7/3/2003,0,81.86000061,0,59.10900116,37.18999863,82.08999634,39.48239899
7/4/2003,0,58.56999969,0,59.10900116,28.04000092,80.16999817,33.79539871
7/5/2003,0,48.75,0,58.23939896,16.07999992,81.33999634,22.06439972
7/6/2003,0,38.54999924,0,57.64279938,12.76000023,84.36000061,15.16569996
7/7/2003,0,24.54999924,0,56.51110077,5.204999924,41.74000168,12.00360012
7/8/2003,0,18.85000038,0,57.15779877,5.224999905,34.70000076,5.25
7/9/2003,0,15.80000019,0,61.49750137,51.86000061,25.11000061,41.45000076
7/10/2003,0,78.68000031,0,138.8730011,121,22.27000046,78.17680359
7/11/2003,4.258999825,159.8999939,0,119.9469986,116.1999969,18.03000069,84.47570038
7/12/2003,23.78000069,102.0999985,0,86.70500183,36.59999847,11.05000019,44.04980087
7/13/2003,14.77000046,61.74000168,0,68.4960022,28.95000076,6.032999992,32.84609985
7/14/2003,0,45.54000092,0,57.80450058,15.98999977,2.249000072,20.8560009
7/15/2003,0,41.79000092,0,53.7826004,5.349999905,1.351999998,11.37979984
7/16/2003,0,24.69000053,0,47.64310074,5.070000172,1.269999981,6.811759949
7/17/2003,0,19.28000069,0,46.58309937,30.38999939,1.207999945,7.139999866
7/18/2003,5.5,17.59000015,0,54.63869858,51.47999954,1.101999998,57.73210144
7/19/2003,3.839999914,50.72999954,0,63.41889954,47.72999954,0.866999984,50.50939941
7/20/2003,1.639999986,65.20999908,0,61.8144989,26.76000023,0,32.28030014
7/21/2003,0,45.79000092,0,59.10900116,15.26000023,0,20.86669922
7/22/2003,0,33.20000076,0,59.10900116,5.420000076,0,11.62150002
7/23/2003,0,23.34000015,0,58.23939896,46.56999969,0,8.760540009
7/24/2003,0,19.56999969,0,57.54119873,22.22999954,0,34.11610031
7/25/2003,0,31.07999992,0,130.7109985,158.8000031,0,97.44319916
7/26/2003,0,220.1999969,0,248.9499969,174.3999939,0,153.0240021
7/27/2003,0,292.1000061,0,256.6560059,129.8000031,0,153.6230011
7/28/2003,0,214.1000061,0,471.473999,2196,0,806.177002
7/29/2003,0,1480,0,315.4979858,179.3999939,0,388.0209961
7/30/2003,0,442.7999878,0,215.7579956,140.1000061,0,174.3930054
7/31/2003,0,160.1000061,0,151.1060028,121.4000015,0,111.4260025
8/1/2003,0,170.8000031,0,104.7850037,109.6999969,0,82.4285965
8/2/2003,0,128.1999969,0,69.04540253,47.79000092,0,67.1785965
8/3/2003,0,79.33000183,0,68.5530014,102.0999985,0,59.70669937
8/4/2003,0,108.0999985,0,88.51190186,122.5999985,0,77.32759857
8/5/2003,0,168.1999969,0,137.1399994,158.1000061,1.144999981,124.6529999
8/6/2003,0,292.3999939,0,140.4080048,125.8000031,1.335999966,133.8990021
8/7/2003,0,243.8000031,0,249.3099976,164.1000061,1.241999984,187.9779968
8/8/2003,0,605.7999878,0,324.7709961,183.8000031,0,297.7200012
8/9/2003,0,385.6000061,0,184.7120056,146.8999939,0,165.3309937
8/10/2003,0,224.6999969,0,126.1849976,116,0,103.5579987
8/11/2003,0,161.1000061,0,97.91539764,104.1999969,0,70.24420166
8/12/2003,0,108.6999969,51.90000153,80.66269684,52.72000122,0,58.63840103
8/13/2003,0,85.87999725,29.07999992,74.87789917,47.47000122,0,48.06790161
8/14/2003,0,75.94999695,3.219000101,73.15480042,40.70999908,20.31999969,43.0304985
8/15/2003,0,64.25,0.716000021,72.74089813,47.25999832,4.260000229,49.1332016
8/16/2003,0,68.05999756,0.215000004,76.49720001,50.68000031,1.572999954,50.74330139
8/17/2003,0,80,0.008,76.67839813,41.70999908,0,42.77980042
8/18/2003,0,59.50999832,0,61.57289886,29.82999992,0,28.69499969
8/19/2003,0,43.63000107,0,59.10900116,23.05999947,0,21.19669914
8/20/2003,0,36.49000168,0,59.10900116,15.96000004,0,15.27630043
8/21/2003,0,29.21999931,0,58.40240097,40.63000107,0,16.86569977
8/22/2003,0,42.31000137,0,66.90029907,49.49000168,0,37.43119812
8/23/2003,0,102.6999969,0,76.09739685,38.40999985,0,38.47470093
8/24/2003,0,86.81999969,0,78.92569733,53.40000153,0,41.84379959
8/25/2003,0,100.8000031,0,82.48880005,113.5999985,0,69.09719849
8/26/2003,0,140.1000061,0,91.95189667,117,0,91.04570007
8/27/2003,0,130.1999969,0,76.28150177,102.0999985,0,66.65450287
8/28/2003,0,104.4000015,0,67.917099,52.54000092,0,52.8268013
8/29/2003,0,89.22000122,0,78.73320007,105.5999985,0,62.65209961
8/30/2003,0,145.1999969,0,129.9759979,102.0999985,0,85.97740173
8/31/2003,0,145.1999969,0,115.8639984,53.40000153,0,53.79399872
9/1/2003,0,94.18000031,0,89.47869873,44.93000031,0,41.40269852
9/2/2003,0,75,0,81.9960022,36.83000183,0,34.99229813
9/3/2003,0,58.34999847,0,79.09790039,21.47999954,113.3000031,23.46290016
9/4/2003,0,43.74000168,0,78.06459808,36.72000122,101.8000031,20.87459946
9/5/2003,0,42.84000015,0,80.50589752,51.93999863,92.43000031,34.47439957
9/6/2003,0,72.73000336,0,93.17579651,50.15999985,86.25,49.76729965
9/7/2003,0,86.81999969,0,81.15339661,35.81999969,71.12999725,33.6147995
9/8/2003,0,60.72000122,0,72.03730011,24.80999947,63.06000137,23.01709938
9/9/2003,13.25,44.13999939,0,69.92620087,56.72000122,34.36000061,30.65089989
9/10/2003,0,63.65000153,0,105.8779984,45.59000015,20.60000038,45.80210114
9/11/2003,0,106.1999969,0,90.34320068,26.11000061,7.495999813,31.29260063
9/12/2003,0,67.02999878,0,212.2429962,186.1999969,8.012999535,103.2409973
9/13/2003,0,384.1000061,0,179.076004,0,6.465000153,145.4120026
9/14/2003,0,187.3000031,0,142.1289978,0,4.559999943,115.3320007
9/15/2003,0,205.6999969,0,143.5590057,0,0.986000001,116.7050018
9/16/2003,0,181.3999939,0,85.62129974,0,0,77.69689941
9/17/2003,0,108.0999985,0,79.42910004,0,0,60.69850159
9/18/2003,0,82.22000122,0,68.9056015,0,0,46.57659912
9/19/2003,0,47.54999924,0,65.78820038,0,0,28.54610062
9/20/2003,0,28.05999947,0,59.93939972,0,0,21.95689964
9/21/2003,0,22.70000076,0,59.03219986,0,0,0
9/22/2003,0,10.97999954,0,57.85660172,0,0,0
9/23/2003,0,6.372000217,0,56.56280136,0,0,0
9/24/2003,0,0,0,55.28279877,0,0,0
9/25/2003,0,0,0,54.2356987,0,0,0
9/26/2003,0,0,0,56.18389893,0,0,0
9/27/2003,0,0,0,55.43259811,0,0,0
9/28/2003,0,0,0,56.53720093,0,0,0
9/29/2003,0,0,0,59.91320038,0,0,0
9/30/2003,0,0,0,80.90509796,0,0,0
10/1/2003,0,0,0,70.89550018,0,0,0
10/2/2003,0,0,0,67.50350189,0,0,0
10/3/2003,0,0,0,66.43399811,0,0,0
10/4/2003,0,0,0,59.52529907,0,0,0
10/5/2003,0,0,0,58.00910187,0,0,0
10/6/2003,0,0,0,58.90330124,0,0,0
10/7/2003,0,0,0,59.26810074,0,0,0
10/8/2003,0,0,0,73.42169952,0,0,0
10/9/2003,0,0,0,89.69239807,0,0,0
10/10/2003,0,0,0,81.48840332,0,0,0
10/11/2003,0,0,0,65.16500092,0,0,0
10/12/2003,0,0,0,69.62180328,0,0,0
10/13/2003,0,0,0,63.25329971,0,0,0
10/14/2003,0,0,0,60.19070053,0,0,0
10/15/2003,0,0,0,57.85660172,0,0,0
10/16/2003,0,0,0,56.56280136,0,0,0
10/17/2003,0,0,0,55.20809937,0,0,0
10/18/2003,0,0,0,52.95019913,0,0,0
10/19/2003,0,0,0,52.48220062,0,0,0
10/20/2003,0,0,0,49.2140007,0,0,0
10/21/2003,0,0,0,46.60879898,0,0,0
10/22/2003,0,0,0,43.25880051,0,0,0
10/23/2003,0,0,0,40.78079987,0,0,0
10/24/2003,0,0,0,37.72980118,0,0,0
10/25/2003,0,0,0,37.27479935,0,0,0
10/26/2003,0,0,0,35.31480026,0,0,0
10/27/2003,0,0,0,33.31200027,0,0,0
10/28/2003,0,0,0,32.92110062,0,0,0
10/29/2003,0,0,0,30.13809967,0,0,0
10/30/2003,0,0,0,27.2166996,0,0,0
10/31/2003,0,0,0,25.31110001,0,0,0
11/1/2003,0,0,0,0,0,0,0
11/2/2003,0,0,0,0,0,0,0
11/3/2003,0,0,0,0,0,0,0
11/4/2003,0,0,0,0,0,0,0
11/5/2003,0,0,0,0,0,0,0
11/6/2003,0,0,0,0,0,0,0
11/7/2003,0,0,0,0,0,0,0
11/8/2003,0,0,0,0,0,0,0
11/9/2003,0,0,0,0,0,0,0
11/10/2003,0,0,0,0,0,0,0
11/11/2003,0,0,0,0,0,0,0
11/12/2003,0,0,0,0,0,0,0
11/13/2003,0,0,0,0,0,0,0
11/14/2003,0,0,0,0,0,0,0
11/15/2003,0,0,0,0,0,0,0
11/16/2003,0,0,0,0,0,0,0
11/17/2003,0,0,0,0,0,0,0
11/18/2003,0,0,0,0,0,0,0
11/19/2003,0,0,0,0,0,0,0
11/20/2003,0,0,0,0,0,0,0
11/21/2003,0,0,0,0,0,0,0
11/22/2003,0,0,0,0,0,0,0
11/23/2003,0,0,0,0,0,0,0
11/24/2003,0,0,0,0,0,0,0
11/25/2003,0,0,0,0,0,0,0
11/26/2003,0,0,0,0,0,0,0
11/27/2003,0,0,0,0,0,0,0
11/28/2003,0,0,0,0,0,0,0
11/29/2003,0,0,0,0,0,0,0
11/30/2003,0,0,0,0,0,0,0
12/1/2003,0,0,0,0,0,0,0
12/2/2003,0,0,0,0,0,0,0
12/3/2003,0,0,0,0,0,0,0
12/4/2003,0,0,0,0,0,0,0
12/5/2003,0,0,0,0,0,0,0
12/6/2003,0,0,0,0,0,0,0
12/7/2003,0,0,0,0,0,0,0
12/8/2003,0,0,0,0,0,0,0
12/9/2003,0,0,0,0,0,0,0
12/10/2003,0,0,0,0,0,0,0
12/11/2003,0,0,0,0,0,0,0
12/12/2003,0,0,0,0,0,0,0
12/13/2003,0,0,0,0,0,0,0
12/14/2003,0,0,0,0,0,0,0
12/15/2003,0,0,0,0,0,0,0
12/16/2003,0,0,0,0,0,0,0
12/17/2003,0,0,0,0,0,0,0
12/18/2003,0,0,0,0,0,0,0
12/19/2003,0,0,0,0,0,0,0
12/20/2003,0,0,0,0,0,0,0
12/21/2003,0,0,0,0,0,0,0
12/22/2003,0,0,0,0,0,123.5999985,0
12/23/2003,0,0,0,0,0,130.5,0
12/24/2003,0,0,0,0,0,115.0999985,0
12/25/2003,0,0,0,0,0,126,0
12/26/2003,0,0,0,0,0,97.15000153,0
12/27/2003,0,0,0,0,0,67.33999634,0
12/28/2003,0,0,0,0,0,53.47999954,0
12/29/2003,0,0,0,0,0,44.93000031,0
12/30/2003,0,0,0,0,0,8.423999786,0
12/31/2003,0,0,0,0,0,1,0
1/1/2004,0,0,0,0,0,0,0
1/2/2004,0,0,0,0,0,0,0
1/3/2004,0,0,0,0,0,0,0
1/4/2004,0,0,0,0,0,0,0
1/5/2004,0,0,0,0,0,0,0
1/6/2004,0,0,0,0,0,0,0
1/7/2004,0,0,0,0,0,0,0
1/8/2004,0,0,0,0,0,0,0
1/9/2004,0,0,0,0,0,0,0
1/10/2004,0,0,0,0,0,0,0
1/11/2004,0,0,0,0,0,0,0
1/12/2004,0,0,0,0,0,0,0
1/13/2004,0,0,0,0,0,0,0
1/14/2004,0,0,0,0,0,0,0
1/15/2004,0,0,0,0,0,0,0
1/16/2004,0,0,0,0,0,0,0
1/17/2004,0,0,0,0,0,0,0
1/18/2004,0,0,0,0,0,0,0
1/19/2004,0,0,0,0,0,0,0
1/20/2004,0,0,0,0,0,0,0
1/21/2004,0,0,0,0,0,0,0
1/22/2004,0,0,0,0,0,0,0
1/23/2004,0,0,0,0,0,0,0
1/24/2004,0,0,0,0,0,0,0
1/25/2004,0,0,0,0,0,0,0
1/26/2004,0,0,0,0,0,0,0
1/27/2004,0,0,0,0,0,0,0
1/28/2004,0,0,0,0,0,0,0
1/29/2004,0,0,0,0,0,0,0
1/30/2004,0,0,0,0,0,0,0
1/31/2004,0,0,0,0,0,0,0
2/1/2004,0,0,0,0,0,0,0
2/2/2004,0,0,0,0,0,0,0
2/3/2004,0,0,0,0,0,0,0
2/4/2004,0,0,0,0,0,0,0
2/5/2004,0,0,0,0,0,0,0
2/6/2004,0,0,0,0,0,0,0
2/7/2004,0,0,0,0,0,0,0
2/8/2004,0,0,0,0,0,0,0
2/9/2004,0,0,0,0,0,0,0
2/10/2004,0,0,0,0,0,0,0
2/11/2004,0,0,0,0,0,0,0
2/12/2004,0,0,0,0,0,0,0
2/13/2004,0,0,0,0,0,0,0
2/14/2004,0,0,0,0,0,0,0
2/15/2004,0,0,0,0,0,0,0
2/16/2004,0,0,0,0,0,0,0
2/17/2004,0,0,0,0,0,0,0
2/18/2004,0,0,0,0,0,0,0
2/19/2004,0,0,0,0,0,0,0
2/20/2004,0,0,0,0,0,0,0
2/21/2004,0,0,0,0,0,0,0
2/22/2004,0,0,0,0,0,0,0
2/23/2004,0,0,0,0,0,0,0
2/24/2004,0,0,0,0,0,0,0
2/25/2004,0,0,0,0,0,0,0
2/26/2004,0,0,0,0,0,0,0
2/27/2004,0,0,0,0,0,0,0
2/28/2004,0,0,0,0,0,0,0
2/29/2004,0,0,0,0,0,0,0
3/1/2004,0,0,0,0,0,0,0
3/2/2004,0,0,0,0,0,0,0
3/3/2004,0,0,0,0,0,0,0
3/4/2004,0,0,0,0,0,0,0
3/5/2004,0,0,0,0,0,0,0
3/6/2004,0,0,0,0,0,0,0
3/7/2004,0,0,0,0,0,0,0
3/8/2004,0,0,0,0,0,0,0
3/9/2004,0,0,0,0,0,0,0
3/10/2004,0,0,0,0,0,0,0
3/11/2004,0,0,0,0,0,0,0
3/12/2004,0,0,0,0,0,0,0
3/13/2004,0,0,0,0,0,0,0
3/14/2004,0,0,0,0,0,0,0
3/15/2004,0,0,0,0,0,0,0
3/16/2004,0,0,0,0,0,0,0
3/17/2004,0,0,0,0,0,0,0
3/18/2004,0,0,0,0,0,0,0
3/19/2004,0,0,0,0,0,0,0
3/20/2004,0,0,0,0,0,0,0
3/21/2004,0,0,0,0,0,133.3000031,0
3/22/2004,0,0,0,0,0,143.3000031,0
3/23/2004,0,0,0,0,0,132.8000031,0
3/24/2004,0,0,0,0,0,131.8000031,0
3/25/2004,0,0,0,0,0,128.1999969,0
