date,takli,sarati,khamgaon,phulgaon,narsingpur
9/21/2008,906.9630127,454.0870056,1389.060059,,2852.959961
9/22/2008,2411.600098,603.5339966,244.1900024,,2744.389893
9/23/2008,2322.659912,247.0890045,119.8509979,,495.5010071
9/24/2008,582.0059814,158.0780029,146.5399933,,642.8079834
9/25/2008,568.0120239,102.9410019,87.89849854,,432.1929932
9/26/2008,539.585022,97.93800354,71.91989899,,320.1759949
9/27/2008,471.3989868,92.7460022,73.4496994,,173.1940002
9/28/2008,421.1830139,67.8010025,71.86620331,,121.8209991
9/29/2008,0,33.91400146,68.15270233,,80.36199951
9/30/2008,0,24.9829998,66.66259766,,70.02600098
10/1/2008,0,19.91900063,66.49169922,,62.50099945
10/2/2008,0,16.94000053,65.48010254,,57.60100174
10/3/2008,0,8.022000313,63.3030014,,64.98999786
10/4/2008,0,7.977000237,65.97360229,,41.98400116
10/5/2008,0,8.963999748,67.55400085,,55.18299866
10/6/2008,0,10.93700027,73.15979767,,55.18299866
10/7/2008,0,0,70.25540161,,67.5
10/8/2008,0,25.63999939,70.55049896,,48.0870018
10/9/2008,0,54.06700134,73.15979767,,127.6449966
10/10/2008,0,67.8010025,71.42030334,,442.3930054
10/11/2008,0,25.63400078,66.49169922,,287.0419922
10/12/2008,0,21.77799988,66.3239975,,238.5610046
10/13/2008,0,90.93199921,64.4815979,,319.9909973
10/14/2008,0,49.16699982,60.83269882,,245.3529968
10/15/2008,0,16.94000053,55.89609909,,43.48899841
10/16/2008,0,11.44999981,53.52310181,,0
10/17/2008,0,8.48900032,53.52310181,,0
10/18/2008,0,0,53.52310181,,0
10/19/2008,0,0,53.52310181,,0
10/20/2008,0,0,53.52310181,,0
10/21/2008,0,0,53.52310181,,0
10/22/2008,0,0,53.52310181,,0
10/23/2008,0,0,53.52310181,,0
10/24/2008,0,0,53.52310181,,0
10/25/2008,0,0,53.52310181,,0
10/26/2008,0,0,53.52310181,,0
10/27/2008,0,0,53.52310181,,0
10/28/2008,0,0,53.52310181,,0
10/29/2008,0,0,53.52310181,,0
10/30/2008,0,0,53.52310181,,0
10/31/2008,0,0,53.52310181,,0
11/1/2008,0,0,,,0
11/2/2008,0,0,,,0
11/3/2008,0,0,,,0
11/4/2008,0,0,,,0
11/5/2008,0,0,,,0
11/6/2008,0,0,,,0
11/7/2008,0,0,,,0
11/8/2008,0,0,,,0
11/9/2008,0,0,,,0
11/10/2008,0,0,,,0
11/11/2008,0,0,,,0
11/12/2008,0,0,,,0
11/13/2008,0,0,,,0
11/14/2008,0,0,,,0
11/15/2008,0,0,,,0
11/16/2008,0,0,,,0
11/17/2008,0,0,,,0
11/18/2008,0,0,,,0
11/19/2008,0,0,,,0
11/20/2008,0,0,,,0
11/21/2008,0,0,,,0
11/22/2008,0,0,,,0
11/23/2008,0,0,,,0
11/24/2008,0,0,,,0
11/25/2008,0,0,,,0
11/26/2008,0,0,,,0
11/27/2008,0,0,,,0
11/28/2008,0,0,,,0
11/29/2008,0,0,,,0
11/30/2008,0,0,,,0
12/1/2008,0,0,,,0
12/2/2008,0,0,,,0
12/3/2008,0,0,,,0
12/4/2008,0,0,,,0
12/5/2008,0,0,,,0
12/6/2008,0,0,,,0
12/7/2008,0,0,,,0
12/8/2008,0,0,,,0
12/9/2008,0,0,,,0
12/10/2008,0,0,,,0
12/11/2008,0,0,,,0
12/12/2008,0,0,,,0
12/13/2008,0,0,,,0
12/14/2008,0,0,,,0
12/15/2008,0,0,,,0
12/16/2008,0,0,,,0
12/17/2008,0,0,,,0
12/18/2008,0,0,,,0
12/19/2008,0,0,,,0
12/20/2008,0,0,,,0
12/21/2008,0,0,,,0
12/22/2008,0,0,,,0
12/23/2008,0,0,,,0
12/24/2008,0,0,,,0
12/25/2008,0,0,,,0
12/26/2008,0,0,,,0
12/27/2008,0,0,,,0
12/28/2008,0,0,,,32.49300003
12/29/2008,0,0,,,182.6799927
12/30/2008,0,0,,,176.345993
12/31/2008,0,0,,,176.345993
1/1/2009,0,0,,,176.345993
1/2/2009,0,0,,,166.9400024
1/3/2009,0,0,,,166.9400024
1/4/2009,0,0,,,107.5630035
1/5/2009,0,0,,,26.27599907
1/6/2009,0,0,,,0
1/7/2009,0,0,,,0
1/8/2009,0,0,,,0
1/9/2009,0,0,,,0
1/10/2009,0,0,,,0
1/11/2009,0,0,,,0
1/12/2009,0,0,,,0
1/13/2009,0,0,,,0
1/14/2009,0,0,,,0
1/15/2009,0,0,,,0
1/16/2009,0,0,,,0
1/17/2009,0,0,,,0
1/18/2009,0,0,,,0
1/19/2009,0,0,,,0
1/20/2009,0,0,,,0
1/21/2009,0,0,,,0
1/22/2009,0,0,,,0
1/23/2009,0,0,,,0
1/24/2009,0,0,,,0
1/25/2009,0,0,,,0
1/26/2009,0,0,,,0
1/27/2009,0,0,,,0
1/28/2009,0,0,,,0
1/29/2009,0,0,,,0
1/30/2009,0,0,,,0
1/31/2009,0,0,,,0
2/1/2009,0,0,,,0
2/2/2009,0,0,,,0
2/3/2009,0,0,,,0
2/4/2009,0,0,,,0
2/5/2009,0,0,,,0
2/6/2009,0,0,,,0
2/7/2009,0,0,,,0
2/8/2009,0,0,,,0
2/9/2009,0,0,,,0
2/10/2009,0,0,,,0
2/11/2009,0,0,,,0
2/12/2009,0,0,,,0
2/13/2009,0,0,,,0
2/14/2009,0,0,,,0
2/15/2009,0,0,,,0
2/16/2009,0,0,,,0
2/17/2009,0,0,,,0
2/18/2009,0,0,,,0
2/19/2009,0,0,,,0
2/20/2009,0,0,,,0
2/21/2009,0,0,,,0
2/22/2009,0,0,,,0
2/23/2009,0,0,,,0
2/24/2009,0,0,,,0
2/25/2009,0,0,,,0
2/26/2009,0,0,,,0
2/27/2009,0,0,,,0
2/28/2009,0,0,,,0
3/1/2009,0,0,,,0
3/2/2009,0,0,,,0
3/3/2009,0,0,,,0
3/4/2009,0,0,,,0
3/5/2009,0,0,,,0
3/6/2009,0,0,,,0
3/7/2009,0,0,,,0
3/8/2009,0,0,,,0
3/9/2009,0,0,,,0
3/10/2009,0,0,,,157.6560059
3/11/2009,0,0,,,182.6799927
3/12/2009,0,0,,,182.6799927
3/13/2009,0,0,,,182.6799927
3/14/2009,0,0,,,182.6799927
3/15/2009,0,0,,,182.6799927
3/16/2009,0,0,,,182.6799927
3/17/2009,0,0,,,182.6799927
3/18/2009,0,0,,,182.6799927
3/19/2009,0,0,,,182.6799927
3/20/2009,0,0,,,182.6799927
3/21/2009,0,0,,,116.0690002
3/22/2009,0,0,,,0
3/23/2009,0,0,,,0
3/24/2009,0,0,,,0
3/25/2009,0,0,,,0
3/26/2009,0,0,,,0
3/27/2009,0,0,,,0
3/28/2009,0,0,,,0
3/29/2009,0,0,,,0
3/30/2009,0,0,,,0
3/31/2009,0,0,,,0
4/1/2009,0,0,,,0
4/2/2009,0,0,,,0
4/3/2009,0,0,,,0
4/4/2009,0,0,,,0
4/5/2009,0,0,,,0
4/6/2009,0,0,,,0
4/7/2009,0,0,,,0
4/8/2009,0,0,,,0
4/9/2009,0,0,,,0
4/10/2009,0,0,,,0
4/11/2009,0,0,,,0
4/12/2009,0,0,,,0
4/13/2009,0,0,,,0
4/14/2009,0,0,,,0
4/15/2009,0,0,,,0
4/16/2009,0,0,,,0
4/17/2009,0,0,,,0
4/18/2009,0,0,,,0
4/19/2009,0,0,,,0
4/20/2009,0,0,,,0
4/21/2009,0,0,,,0
4/22/2009,0,0,,,0
4/23/2009,0,0,,,0
4/24/2009,0,0,,,0
4/25/2009,0,0,,,0
4/26/2009,0,0,,,0
4/27/2009,0,0,,,0
4/28/2009,0,0,,,0
4/29/2009,0,0,,,0
4/30/2009,0,0,,,0
5/1/2009,0,0,,,0
5/2/2009,0,0,,,0
5/3/2009,0,0,,,0
5/4/2009,0,0,,,0
5/5/2009,0,0,,,0
5/6/2009,0,0,,,0
5/7/2009,0,0,,,0
5/8/2009,0,0,,,8.237999916
5/9/2009,0,0,,,182.6799927
5/10/2009,0,0,,,176.345993
5/11/2009,0,0,,,176.345993
5/12/2009,0,0,,,176.345993
5/13/2009,0,0,,,11.44099998
5/14/2009,0,0,,,11.44099998
5/15/2009,0,0,,,93.73500061
5/16/2009,0,0,,,0.643000007
5/17/2009,0,0,,,0
5/18/2009,0,0,,,0
5/19/2009,0,0,,,0
5/20/2009,0,0,,,0
5/21/2009,0,0,,,0
5/22/2009,0,0,,,80.36199951
5/23/2009,0,0,,,0
5/24/2009,0,0,,,0
5/25/2009,0,0,,,0
5/26/2009,0,0,,,0
5/27/2009,0,0,,,0
5/28/2009,0,0,,,0
5/29/2009,0,0,,,0
5/30/2009,0,0,,,0
5/31/2009,0,0,,,0
6/1/2009,0,0,,,0
6/2/2009,0,0,,,0
6/3/2009,0,0,,,0
6/4/2009,0,0,,,0
6/5/2009,0,0,,,0
6/6/2009,0,0,,,0
6/7/2009,0,0,,,0
6/8/2009,0,0,,,0
6/9/2009,0,0,,,0
6/10/2009,0,34.00899887,,,0
6/11/2009,0,29.75399971,,,0
6/12/2009,0,9.418000221,,,0
6/13/2009,0,2.75999999,,,0
6/14/2009,0,7.532999992,,,0
6/15/2009,0,4.18900013,,,0
6/16/2009,0,0,,,0
6/17/2009,0,0,,,0
6/18/2009,0,0,,,0
6/19/2009,0,0,,,0
6/20/2009,0,0,,,0
6/21/2009,0,4.18900013,,,0
6/22/2009,0,0,,,0
6/23/2009,0,8.460000038,,,0
6/24/2009,0,16.35700035,,,0
6/25/2009,0,6.643000126,,,0
6/26/2009,0,2.75999999,,,0
6/27/2009,0,0,,,0
6/28/2009,0,0,,,0
6/29/2009,0,0,,,0
6/30/2009,0,0,,,0
7/1/2009,0,0,,,0
7/2/2009,0,0,,,0
7/3/2009,0,0,,,0
7/4/2009,0,0,,,0
7/5/2009,0,0,,,0
7/6/2009,0,0,,,0
7/7/2009,0,0,,,0
7/8/2009,0,0,,,0
7/9/2009,0,0,,,0
7/10/2009,0,0,,,0
7/11/2009,0,0,,,0
7/12/2009,0,0,,,0
7/13/2009,0,0,,,0
7/14/2009,0,0,,,0
7/15/2009,0,0,1585.050049,,0
7/16/2009,0,0,965.9370117,,0
7/17/2009,0,0,297.1390076,,0
7/18/2009,0,0,277.1799927,,0
7/19/2009,0,0,169.3289948,,0
7/20/2009,0,0,145.1790009,,0
7/21/2009,0,0,151.0720062,,0
7/22/2009,0,0,661.2969971,,0
7/23/2009,0,0,849.0460205,,0
7/24/2009,0,0,650.0339966,,0
7/25/2009,0,470,311.1730042,,581.5679932
7/26/2009,0,220,182.6320038,,356.0230103
7/27/2009,216.5319977,140,110.4840012,,143.9649963
7/28/2009,146.1640015,163.7879944,100.3249969,,269.4899902
7/29/2009,134.5140076,165,142.371994,,228.451004
7/30/2009,129.628006,175,105.3450012,,231.802002
7/31/2009,126.6500015,55,73.95909882,,50.42900085
8/1/2009,117.1959991,58.56100082,72.45349884,,86.98400116
8/2/2009,73.66899872,19.31999969,69.85320282,,0
8/3/2009,68.50900269,10.50599957,68.4878006,,0
8/4/2009,53.38199997,4.573999882,67.01039886,,0
8/5/2009,102.4690018,4.96600008,64.39659882,,0
8/6/2009,0,0,61.54449844,,0
8/7/2009,0,0,61.0943985,,0
8/8/2009,0,0,60.2458992,,0
8/9/2009,0,0,58.87519836,,0
8/10/2009,0,0,57.41600037,,0
8/11/2009,0,0,60.30039978,,0
8/12/2009,0,0,59.11619949,,0
8/13/2009,0,0,56.79050064,,0
8/14/2009,0,0,55.92860031,,0
8/15/2009,0,0,56.02389908,,0
8/16/2009,0,0,55.59519958,,0
8/17/2009,0,0,55.59519958,,0
8/18/2009,0,0,56.64699936,,0
8/19/2009,0,0,59.36759949,,0
8/20/2009,0,0,72.7960968,,0
8/21/2009,0,0,75.28029633,,0
8/22/2009,0,139.0709991,64.80680084,,157.6560059
8/23/2009,0,212.1139984,62.05329895,,231.802002
8/24/2009,0,181.0370026,70.83239746,,145.4730072
8/25/2009,321.9079895,835.9550171,110.7770004,,912.7340088
8/26/2009,599.1710205,260.7900085,66.3010025,,332.0350037
8/27/2009,398.8720093,143.5610046,61.44380188,,170.0549927
8/28/2009,276.3940125,86.21700287,60.74909973,,93.73500061
8/29/2009,196.9850006,77.35500336,59.0617981,,47.18799973
8/30/2009,272.9530029,70.00499725,59.8512001,,50.42900085
8/31/2009,247.5240021,49.38700104,59.90060043,,0
9/1/2009,233.2740021,40.7120018,57.94660187,,0
9/2/2009,271.8680115,337.1329956,57.50939941,,374.7330017
9/3/2009,470.3720093,366.9020081,57.50989914,,519.7689819
9/4/2009,752.9689941,215.9400024,59.50759888,,304.8500061
9/5/2009,525.1469727,130.2169952,59.06399918,,173.1940002
9/6/2009,435.1220093,159.628006,58.67290115,,235.1759949
9/7/2009,376.8739929,84.9260025,60.20709991,,104.7580032
9/8/2009,346.8519897,70.91200256,57.89500046,,67.5
9/9/2009,304.1900024,59.41899872,57.12390137,,51.61000061
9/10/2009,276.7619934,56.86100006,56.73830032,,0
9/11/2009,388.4339905,36.20299911,56.69070053,,0
9/12/2009,397.5589905,41.47999954,57.12509918,,0
9/13/2009,433.75,49.38700104,60.69630051,,0
9/14/2009,408.1180115,75.49500275,61.44419861,,45.77799988
9/15/2009,389.7319946,209.3329926,70.70279694,,182.6799927
9/16/2009,568.9550171,149.2359924,62.86309814,,162.848999
9/17/2009,570.5269775,103.7519989,58.72850037,,139.4640045
9/18/2009,484.4639893,83.01200104,56.73830032,,75.15599823
9/19/2009,442.0069885,62.89199829,56.73830032,,48.0870018
9/20/2009,538.0040283,61.14799881,57.50939941,,62.50099945
9/21/2009,510.8770142,46.17399979,57.12390137,,0
9/22/2009,504.9500122,72.73699951,57.50939941,,110.3840027
9/23/2009,515.3430176,670.4359741,82.3859024,,231.802002
9/24/2009,717.2750244,326.7030029,98.32330322,,332.0350037
9/25/2009,904.5029907,164.3110046,62.10250092,,118.9410019
9/26/2009,706.7340088,106.8249969,60.00379944,,91.01999664
9/27/2009,612.132019,104.7750015,59.0617981,,72.58000183
9/28/2009,578.4110107,84.9260025,58.33259964,,50.42900085
9/29/2009,567.3839722,52.67100143,57.12390137,,53.99100113
9/30/2009,749.3670044,59.41899872,56.07149887,,30
10/1/2009,1300.430054,84.9260025,55.59519958,,70.02600098
10/2/2009,1025.199951,125.8550034,55.5483017,,60.04299927
10/3/2009,1777.550049,293.9729919,58.33860016,,166.9400024
10/4/2009,3669,1207.380005,58.67290115,,1396.959961
10/5/2009,3013,343.0299988,59.0617981,,439.9920044
10/6/2009,1205,195.7640076,482.8099976,,248.7720032
10/7/2009,924.4190063,875.1149902,226.5980072,,330.20401
10/8/2009,882.8319702,266.2319946,86.84269714,,308.4460144
10/9/2009,789.7349854,159.628006,61.29439926,,201.9989929
10/10/2009,787.6939697,209.5700073,57.89500046,,142.4609985
10/11/2009,751.1719971,145.826004,58.67290115,,93.73500061
10/12/2009,745.7630005,130.2169952,58.67290115,,127.6449966
10/13/2009,720.809021,98.68699646,62.38019943,,148.4989929
10/14/2009,672.1619873,154.9799957,87.25160217,,163.8280029
10/15/2009,675.572998,130.2169952,72.40869904,,121.8209991
10/16/2009,675.572998,107.8580017,63.47050095,,107.5630035
10/17/2009,636.8060303,94.68699646,60.7052002,,82.99900055
10/18/2009,599.1710205,57.71099854,57.89839935,,64.98999786
10/19/2009,518.3380127,56.01399994,56.3572998,,0
10/20/2009,556.4639893,43.80500031,55.59519958,,0
10/21/2009,0,36.94400024,55.59519958,,0
10/22/2009,0,28.37800026,55.59519958,,0
10/23/2009,0,21.16699982,55.59519958,,0
10/24/2009,0,13.55099964,55.59519958,,0
10/25/2009,0,0,55.59519958,,0
10/26/2009,0,13.55099964,55.59519958,,0
10/27/2009,0,14.65200043,55.59519958,,0
10/28/2009,0,9.418000221,55.59519958,,0
10/29/2009,0,4.96600008,55.59519958,,0
10/30/2009,0,6.643000126,55.59519958,,0
10/31/2009,0,0,55.59519958,,0
